time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,dewpoint_2m_max,dewpoint_2m_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,et0_fao_evapotranspiration,shortwave_radiation_sum
2010-01-01,21.7,8.6,14.7,8.8,4.6,9.8,24.1,86,3.22,17.28
2010-01-02,22.7,9.5,15.5,9.5,5.2,11.1,23.0,87,3.21,16.63
2010-01-03,25.0,11.4,17.9,13.1,6.5,11.5,16.6,76,3.2,15.84
2010-01-04,22.7,12.7,17.4,12.4,9.4,12.9,29.5,8,3.21,16.47
2010-01-05,21.5,9.4,15.1,10.3,6.2,10.5,25.2,357,3.16,17.42
2010-01-06,21.5,7.6,14.4,8.3,6.2,9.2,20.9,43,3.13,17.56
2010-01-07,21.9,8.5,14.8,7.8,5.8,11.3,26.3,72,3.2,17.67
2010-01-08,22.3,7.8,15.0,9.1,6.5,8.7,16.9,51,3.15,17.51
2010-01-09,23.3,9.0,16.1,10.1,7.8,9.1,18.0,64,3.11,17.23
2010-01-10,24.6,10.4,17.2,11.3,9.2,8.9,20.5,76,3.19,17.09
2010-01-11,25.4,12.1,18.6,13.2,10.3,9.0,22.0,80,3.15,15.96
2010-01-12,25.8,15.4,19.8,17.5,12.4,14.1,32.8,137,2.71,13.04
2010-01-13,24.1,14.9,19.3,17.2,9.5,13.6,28.4,297,3.46,17.07
2010-01-14,20.5,11.5,15.7,12.3,9.1,12.0,27.7,33,2.97,17.38
2010-01-15,21.2,9.0,15.0,10.0,8.1,8.8,20.5,47,3.07,17.89
2010-01-16,21.7,9.0,15.1,10.0,7.9,9.4,21.2,50,3.05,17.39
2010-01-17,22.6,8.7,15.4,10.0,7.5,9.7,22.7,58,3.11,16.87
2010-01-18,23.4,8.2,15.5,10.2,5.6,10.1,19.8,56,3.41,18.4
2010-01-19,23.9,8.4,15.8,9.1,4.2,10.2,20.9,56,3.56,18.58
2010-01-20,24.7,9.0,16.5,9.6,4.6,10.2,19.8,69,3.66,18.59
2010-01-21,24.6,9.1,16.6,9.1,3.1,10.7,18.4,56,3.77,18.64
2010-01-22,25.1,9.4,17.0,9.4,2.8,10.4,19.4,84,3.69,18.71
2010-01-23,25.9,10.1,17.8,9.1,3.2,10.0,17.3,86,3.91,18.77
2010-01-24,26.2,11.2,18.5,8.4,3.2,10.4,20.9,134,3.87,18.67
2010-01-25,26.6,11.1,18.7,9.6,5.2,10.5,20.9,107,3.92,18.32
2010-01-26,26.0,12.0,19.1,10.6,6.5,9.7,24.1,84,3.91,18.49
2010-01-27,25.8,13.2,19.4,9.0,5.8,12.1,29.2,104,4.17,18.78
2010-01-28,26.0,13.5,19.6,8.4,5.0,12.0,29.5,110,4.23,18.82
2010-01-29,26.6,13.5,19.8,9.1,5.3,9.8,23.8,119,4.3,18.73
2010-01-30,26.9,14.5,20.8,12.5,5.8,9.3,19.4,27,3.92,18.36
2010-01-31,26.9,13.3,20.4,11.9,5.3,10.0,22.7,169,4.2,18.74
2010-02-01,26.5,13.9,20.5,11.7,6.8,9.9,24.8,237,3.71,15.68
2010-02-02,25.5,14.5,19.7,11.7,9.4,10.3,22.7,54,3.26,14.16
2010-02-03,26.2,15.0,20.5,11.0,6.7,11.9,30.6,59,3.97,17.01
2010-02-04,25.6,14.7,19.8,10.4,6.0,11.7,26.3,82,3.87,17.41
2010-02-05,26.4,12.9,19.6,11.6,6.3,10.2,24.5,77,4.04,19.31
2010-02-06,28.0,13.1,20.4,9.5,3.4,10.7,20.9,100,4.61,19.78
2010-02-07,29.0,13.7,21.3,13.4,5.7,10.8,23.8,138,4.5,19.85
2010-02-08,29.5,14.9,22.6,13.0,9.5,12.8,29.5,195,4.64,18.22
2010-02-09,28.2,19.4,23.0,14.0,10.3,17.6,39.2,228,4.38,16.84
2010-02-10,26.6,15.4,21.1,12.9,7.5,11.8,20.2,337,4.14,18.68
2010-02-11,23.6,16.4,19.8,17.3,11.9,13.0,32.0,52,2.67,13.37
2010-02-12,26.8,16.5,21.1,17.7,16.1,12.3,29.2,42,3.52,17.82
2010-02-13,26.3,16.5,21.0,17.0,14.5,11.6,23.4,42,3.75,18.5
2010-02-14,27.3,15.3,21.0,15.0,12.5,12.6,27.0,61,4.03,19.77
2010-02-15,28.6,16.4,21.9,14.3,9.8,16.5,36.4,164,4.54,18.53
2010-02-16,28.7,15.8,22.0,12.1,8.3,11.2,24.1,270,4.85,20.73
2010-02-17,27.1,15.7,21.0,15.1,4.9,10.5,27.7,20,4.59,21.05
2010-02-18,26.4,13.3,19.3,7.7,2.8,10.5,24.5,3,4.8,21.72
2010-02-19,27.5,11.3,19.3,7.0,1.5,11.0,23.0,38,4.86,21.68
2010-02-20,29.6,11.9,20.7,8.9,2.7,10.7,20.5,55,4.93,21.97
2010-02-21,30.5,13.2,22.0,10.4,3.1,9.8,19.8,73,4.93,21.79
2010-02-22,29.2,18.2,23.1,11.6,6.6,13.6,29.5,166,4.33,12.78
2010-02-23,31.1,19.3,24.4,12.3,4.5,18.8,41.0,259,5.84,20.18
2010-02-24,28.7,16.1,22.2,9.5,5.1,10.7,22.0,297,4.99,22.13
2010-02-25,29.5,17.8,23.4,14.5,6.7,11.0,15.8,19,4.6,22.08
2010-02-26,30.3,15.7,23.0,11.4,7.1,10.5,23.0,67,5.2,22.13
2010-02-27,32.0,16.0,24.5,12.0,6.1,9.7,20.9,93,5.26,22.38
2010-02-28,33.3,17.3,25.0,10.1,4.2,11.0,24.1,261,5.77,22.63
2010-03-01,33.8,17.3,25.4,8.8,1.8,14.5,31.3,274,6.18,23.03
2010-03-02,33.6,19.0,25.9,7.0,2.7,14.5,32.0,282,6.59,22.78
2010-03-03,33.4,20.9,26.7,9.1,5.3,20.9,41.0,273,6.89,21.13
2010-03-04,32.9,20.4,26.4,11.2,7.5,13.4,28.1,261,6.16,21.85
2010-03-05,31.8,20.2,26.0,12.9,8.2,13.2,29.9,319,6.01,22.78
2010-03-06,32.4,20.6,26.2,12.1,10.5,15.1,33.8,264,5.93,22.45
2010-03-07,31.1,20.7,25.6,14.3,9.2,15.5,34.6,311,6.03,22.63
2010-03-08,30.9,20.5,25.5,13.2,10.0,12.9,31.0,24,5.89,22.85
2010-03-09,31.6,19.6,25.4,10.2,6.0,14.4,34.2,52,6.33,23.6
2010-03-10,32.6,19.1,25.8,8.4,6.0,11.9,29.9,62,6.44,23.22
2010-03-11,33.5,19.9,26.3,16.6,8.4,9.4,32.0,66,5.38,21.89
2010-03-12,34.1,19.6,27.2,15.2,9.3,14.8,32.0,211,5.87,20.9
2010-03-13,34.4,19.7,27.4,14.9,5.4,11.6,26.6,299,6.16,24.01
2010-03-14,35.4,18.3,27.3,10.8,1.9,14.8,32.4,270,6.62,24.36
2010-03-15,35.7,21.6,28.2,8.1,2.7,13.1,26.6,270,7.09,24.48
2010-03-16,36.6,20.7,28.9,11.8,3.2,9.8,23.0,283,6.04,24.39
2010-03-17,36.9,20.9,29.0,8.5,3.9,10.3,26.6,105,6.24,23.87
2010-03-18,36.8,22.0,29.2,8.9,4.7,12.1,26.6,68,6.86,23.23
2010-03-19,36.5,21.7,29.1,11.7,4.6,13.3,29.9,47,7.22,24.74
2010-03-20,37.2,20.1,29.3,14.3,4.0,11.2,25.9,51,6.9,25.01
2010-03-21,38.5,21.2,30.2,11.3,2.6,10.3,26.3,307,6.71,25.23
2010-03-22,38.6,23.8,30.8,7.5,3.3,16.9,37.1,292,8.49,25.28
2010-03-23,38.6,24.0,31.2,5.9,3.1,16.2,34.9,277,8.23,25.27
2010-03-24,38.1,23.5,30.6,7.9,2.9,13.0,28.8,275,7.72,25.3
2010-03-25,37.7,24.1,30.5,8.3,5.4,15.9,33.5,267,7.88,24.98
2010-03-26,37.2,23.8,30.3,12.4,6.7,17.7,40.0,272,7.58,24.17
2010-03-27,37.8,24.1,30.8,9.9,4.4,14.2,32.8,292,8.16,25.44
2010-03-28,38.4,25.1,31.4,8.8,4.6,17.2,35.3,291,8.47,25.46
2010-03-29,38.3,24.5,31.5,7.1,2.6,20.3,41.4,280,9.2,25.26
2010-03-30,37.2,24.3,30.6,6.8,-1.6,23.4,47.2,274,9.6,26.32
2010-03-31,37.2,23.7,30.1,12.7,3.9,20.5,43.9,270,9.35,25.91
2010-04-01,35.6,22.9,29.5,14.7,8.5,17.7,33.8,277,7.73,25.8
2010-04-02,35.9,24.0,30.0,15.9,8.1,13.5,31.0,258,7.32,23.72
2010-04-03,37.1,24.1,30.2,12.3,0.1,12.0,27.0,269,7.99,26.06
2010-04-04,36.0,20.9,28.8,8.9,0.2,11.3,25.2,265,7.68,27.07
2010-04-05,37.8,23.6,30.6,9.3,3.5,12.5,31.0,300,7.46,26.56
2010-04-06,38.9,23.3,31.0,9.4,1.5,11.3,22.7,346,7.73,26.77
2010-04-07,38.9,22.8,31.3,8.3,2.7,13.2,31.0,48,7.64,26.75
2010-04-08,39.0,24.0,31.8,8.8,3.0,13.2,32.8,84,7.11,22.25
2010-04-09,38.8,24.5,32.1,12.1,5.6,15.5,32.4,283,7.06,20.59
2010-04-10,39.0,27.3,32.7,7.9,4.6,17.5,43.9,293,9.54,25.31
2010-04-11,39.0,24.6,31.8,8.8,3.3,16.1,34.6,278,8.98,27.05
2010-04-12,39.4,24.5,32.2,10.6,4.2,18.0,35.6,286,9.44,26.82
2010-04-13,40.1,26.0,33.0,9.0,3.7,17.5,33.8,293,8.82,26.97
2010-04-14,40.2,24.2,32.5,9.1,0.8,10.5,32.0,2,7.87,27.22
2010-04-15,41.4,25.4,34.3,11.5,0.8,10.5,24.5,31,7.84,27.37
2010-04-16,42.2,24.8,34.0,15.6,0.5,10.4,25.6,306,7.45,27.39
2010-04-17,42.0,27.3,34.4,9.2,5.0,15.5,41.8,293,9.36,27.01
2010-04-18,41.9,28.2,35.0,9.9,3.5,19.5,41.4,276,10.5,27.13
2010-04-19,40.5,27.8,34.0,13.7,5.8,26.3,51.8,272,11.08,27.14
2010-04-20,39.5,27.0,33.2,15.3,3.7,25.7,52.9,271,10.71,27.46
2010-04-21,39.8,27.5,33.6,15.3,3.8,21.0,45.7,283,10.47,26.62
2010-04-22,39.4,27.3,33.5,13.6,4.7,20.9,42.8,295,9.86,27.22
2010-04-23,39.7,26.9,33.3,7.5,1.9,18.8,38.9,308,9.77,27.71
2010-04-24,39.6,22.9,32.1,5.9,-2.4,10.2,24.8,268,7.87,28.2
2010-04-25,39.9,26.1,33.1,6.8,1.0,16.5,34.9,275,9.41,27.92
2010-04-26,40.1,26.8,33.6,10.4,5.0,12.9,31.7,300,7.82,26.11
2010-04-27,41.0,27.9,34.4,8.1,5.2,16.8,36.7,282,9.02,26.54
2010-04-28,41.5,29.3,35.1,9.8,4.4,16.3,33.5,270,9.57,26.21
2010-04-29,41.0,26.9,34.5,10.4,4.0,14.2,32.4,231,8.66,26.79
2010-04-30,39.8,28.3,34.3,9.5,5.7,17.3,32.8,238,9.02,22.62
2010-05-01,35.7,28.9,32.2,12.2,7.7,15.7,27.7,202,6.07,16.46
2010-05-02,39.3,26.6,32.9,13.0,4.4,17.4,33.8,250,8.67,26.12
2010-05-03,40.3,24.7,33.2,13.4,3.8,13.3,32.4,279,7.85,26.25
2010-05-04,40.3,27.9,33.5,13.3,7.2,23.1,49.7,274,9.39,25.54
2010-05-05,41.0,28.3,34.5,12.5,5.8,19.9,42.5,295,9.71,25.97
2010-05-06,40.1,29.7,34.8,12.8,8.8,19.6,36.4,295,9.37,25.18
2010-05-07,41.1,29.0,35.2,13.0,7.2,17.4,36.4,287,9.83,26.9
2010-05-08,40.6,28.6,34.9,11.2,7.1,17.9,33.1,305,9.13,27.57
2010-05-09,41.0,27.2,34.6,14.7,7.0,17.9,33.1,304,9.17,27.47
2010-05-10,40.9,29.2,35.2,9.4,4.7,19.8,40.3,305,10.08,27.97
2010-05-11,40.9,28.5,34.7,5.2,0.5,15.4,34.9,296,9.82,28.64
2010-05-12,42.1,28.7,35.6,11.3,4.1,15.2,37.1,289,8.86,27.78
2010-05-13,42.7,30.2,36.4,10.6,4.4,16.0,39.6,287,9.3,27.14
2010-05-14,43.0,31.4,36.8,10.7,3.1,17.4,37.4,283,9.98,27.07
2010-05-15,42.0,29.7,35.9,14.3,4.5,15.6,34.2,283,9.78,27.76
2010-05-16,42.1,29.7,36.0,13.2,7.7,15.9,31.0,279,8.88,26.91
2010-05-17,42.3,30.6,36.6,14.3,7.6,19.4,39.2,308,9.08,25.53
2010-05-18,43.2,31.5,37.5,10.2,6.5,23.8,46.1,324,10.09,26.24
2010-05-19,43.3,31.1,37.3,7.4,2.5,18.1,42.1,326,10.05,26.95
2010-05-20,43.0,28.9,36.7,13.2,4.8,17.0,37.8,32,9.37,26.34
2010-05-21,42.6,30.4,36.5,20.0,7.5,15.9,35.6,167,7.98,26.23
2010-05-22,43.1,30.3,36.5,17.6,4.9,14.5,36.4,92,8.99,27.57
2010-05-23,44.4,27.5,36.9,12.1,2.0,18.1,37.1,332,9.82,28.11
2010-05-24,45.4,32.3,38.5,13.2,2.6,23.8,46.8,295,12.76,26.61
2010-05-25,43.8,31.1,37.3,17.2,6.3,24.3,49.3,277,12.47,26.75
2010-05-26,42.4,28.4,35.5,20.0,10.0,25.6,50.8,268,11.46,27.06
2010-05-27,41.3,27.6,34.8,21.2,13.9,26.3,52.2,264,9.91,27.17
2010-05-28,41.5,28.3,35.1,21.1,12.3,23.9,49.3,266,9.89,26.71
2010-05-29,41.4,29.1,35.3,20.0,7.8,21.0,42.5,273,9.95,25.61
2010-05-30,40.7,29.5,35.3,19.8,9.5,19.8,39.6,279,9.99,26.58
2010-05-31,40.8,30.5,35.7,16.6,8.6,19.4,38.2,280,8.85,23.43
2010-06-01,40.0,30.7,35.3,16.5,9.2,22.9,46.4,288,9.22,23.86
2010-06-02,40.6,29.5,34.9,19.1,9.8,23.5,45.0,288,10.09,25.62
2010-06-03,39.7,28.5,33.9,20.9,14.2,21.7,40.7,285,8.71,24.32
2010-06-04,39.1,30.1,34.5,20.3,12.7,20.5,44.3,289,9.06,23.34
2010-06-05,39.9,30.4,34.7,19.8,11.8,24.0,50.0,287,10.09,25.06
2010-06-06,38.7,29.3,34.0,18.6,13.6,22.1,45.0,282,9.01,23.7
2010-06-07,38.5,27.8,32.8,19.4,14.4,24.5,50.0,251,9.18,24.52
2010-06-08,36.1,26.6,31.3,21.5,15.0,20.5,39.2,289,7.1,22.61
2010-06-09,37.8,27.1,32.9,15.6,10.9,10.0,28.4,354,6.96,24.01
2010-06-10,40.6,29.2,35.1,13.9,11.0,13.4,31.7,40,8.28,25.27
2010-06-11,41.7,30.5,35.9,10.9,6.9,17.8,40.7,61,9.69,25.7
2010-06-12,42.8,28.6,36.4,13.7,5.6,14.5,33.8,62,9.05,26.21
2010-06-13,41.9,30.3,36.8,12.5,7.3,14.1,27.4,125,7.68,23.69
2010-06-14,40.5,28.6,34.8,22.0,13.7,16.8,38.9,232,7.9,25.22
2010-06-15,35.9,25.8,30.6,24.1,19.3,15.7,31.3,245,5.19,18.25
2010-06-16,31.1,24.5,27.4,24.2,21.6,9.8,27.0,236,2.69,11.4
2010-06-17,32.5,24.9,28.1,24.2,20.3,14.8,28.1,191,2.67,9.01
2010-06-18,36.9,25.7,31.2,23.4,16.9,14.6,28.8,255,6.04,23.17
2010-06-19,38.2,27.6,32.6,23.5,16.2,18.9,28.8,216,6.7,23.66
2010-06-20,38.2,28.4,32.3,23.3,18.8,23.4,40.3,226,7.21,21.99
2010-06-21,39.0,27.9,32.6,23.3,18.2,23.1,44.3,248,7.59,23.55
2010-06-22,38.4,27.7,32.4,22.9,19.4,22.8,42.8,260,7.51,22.76
2010-06-23,38.5,28.3,32.7,22.8,20.4,19.2,41.8,262,7.32,24.5
2010-06-24,37.0,27.5,31.6,22.8,20.8,17.0,40.0,254,6.49,21.6
2010-06-25,36.5,26.9,31.0,23.7,20.4,13.7,35.3,277,5.29,18.89
2010-06-26,37.9,27.0,31.2,24.1,20.0,16.2,27.0,269,5.59,21.1
2010-06-27,38.3,26.4,31.7,24.8,20.9,18.6,30.6,230,6.4,23.02
2010-06-28,34.1,24.9,29.2,25.4,23.6,15.7,33.1,247,4.2,16.79
2010-06-29,34.3,27.3,30.5,24.6,21.8,16.1,38.5,246,5.92,22.42
2010-06-30,34.9,26.4,30.3,22.6,21.5,15.9,35.3,244,6.27,24.1
2010-07-01,33.1,26.3,28.8,24.8,21.7,14.7,32.8,243,4.05,16.05
2010-07-02,34.0,25.7,28.6,24.7,22.5,13.7,27.7,323,4.81,21.29
2010-07-03,30.7,24.7,26.9,24.8,23.8,11.9,32.4,18,3.17,14.36
2010-07-04,29.4,24.1,26.1,24.6,23.1,14.3,28.8,140,2.89,13.26
2010-07-05,30.6,24.0,26.3,23.7,22.0,11.3,33.1,218,3.69,17.11
2010-07-06,30.1,24.8,27.0,24.3,22.9,9.5,23.4,207,3.49,16.01
2010-07-07,30.5,24.2,26.3,24.0,23.1,9.3,23.4,272,3.16,14.75
2010-07-08,29.0,23.7,26.0,23.6,22.4,11.2,21.6,288,2.62,11.7
2010-07-09,30.0,24.1,26.7,23.4,22.7,19.4,38.5,273,3.04,12.46
2010-07-10,30.9,25.2,27.8,23.1,22.7,18.0,37.8,261,4.13,16.29
2010-07-11,30.0,26.1,27.1,24.1,22.7,19.5,42.1,252,3.13,11.91
2010-07-12,30.0,25.6,27.5,22.7,21.3,21.5,46.4,258,4.17,15.37
2010-07-13,31.2,24.3,27.3,22.6,21.0,17.0,34.9,262,4.5,18.05
2010-07-14,31.1,25.0,27.6,23.8,21.5,21.5,43.2,287,3.74,14.9
2010-07-15,30.7,24.9,26.7,24.9,23.5,14.8,36.0,297,2.57,10.94
2010-07-16,30.6,24.1,26.5,24.5,23.3,15.1,28.1,304,2.89,13.5
2010-07-17,31.0,24.5,27.5,25.5,23.9,9.8,22.7,190,4.19,19.81
2010-07-18,32.2,24.9,27.7,25.1,23.8,10.5,22.7,242,4.16,19.25
2010-07-19,30.8,25.8,28.3,24.3,22.7,11.9,31.3,227,4.05,17.6
2010-07-20,31.3,25.7,28.1,25.5,23.3,9.9,26.6,202,3.98,18.32
2010-07-21,31.3,25.0,27.2,25.0,24.1,9.4,27.4,214,3.28,15.09
2010-07-22,30.8,24.5,26.5,25.5,23.8,11.0,22.0,200,3.37,16.13
2010-07-23,29.8,24.3,26.6,23.8,22.7,14.6,33.5,237,3.39,14.77
2010-07-24,28.5,24.2,25.9,23.9,22.7,15.9,32.8,254,2.42,10.03
2010-07-25,26.5,24.0,24.8,23.4,22.4,17.5,37.1,271,1.6,5.81
2010-07-26,24.2,22.9,23.5,23.5,22.0,20.1,37.8,253,0.71,2.76
2010-07-27,28.4,23.0,25.1,24.2,21.6,16.4,35.6,206,2.96,14.33
2010-07-28,29.4,24.0,26.5,23.5,22.1,11.5,29.2,261,3.26,15.08
2010-07-29,30.0,24.2,26.6,24.4,22.8,14.3,28.8,311,3.05,13.79
2010-07-30,29.1,24.3,26.2,24.5,22.9,11.1,27.4,312,2.58,12.06
2010-07-31,28.8,23.8,25.3,24.7,23.2,8.0,23.4,281,2.1,9.66
2010-08-01,26.2,23.4,24.2,23.6,22.4,14.5,27.7,243,1.09,4.52
2010-08-02,27.0,22.9,24.0,23.6,22.1,15.3,31.0,214,1.44,6.35
2010-08-03,25.8,22.8,24.0,23.3,22.2,14.8,31.3,212,1.38,6.06
2010-08-04,25.2,21.8,23.7,23.0,20.0,16.4,35.3,219,1.63,5.72
2010-08-05,27.1,23.3,25.1,23.5,22.2,12.3,29.2,267,2.44,11.37
2010-08-06,30.2,23.4,25.4,24.9,22.2,15.2,37.8,336,2.68,12.68
2010-08-07,29.8,23.9,26.3,23.8,22.9,19.1,39.6,86,3.95,19.03
2010-08-08,25.2,23.2,24.0,23.4,22.1,17.7,32.8,193,1.33,5.63
2010-08-09,28.3,23.2,25.2,22.7,21.4,15.9,32.4,250,2.24,9.17
2010-08-10,27.5,23.5,25.3,24.1,22.3,13.4,36.4,266,2.47,11.75
2010-08-11,29.8,24.3,26.0,24.3,22.5,13.3,28.1,282,3.05,14.12
2010-08-12,29.1,23.9,26.0,24.1,23.0,10.9,26.6,314,2.73,12.9
2010-08-13,29.1,23.6,25.5,25.0,23.3,9.5,23.8,297,2.57,12.46
2010-08-14,28.5,23.4,25.2,24.0,23.0,9.4,23.4,269,2.04,9.26
2010-08-15,28.4,23.7,24.9,24.7,22.7,8.2,19.4,265,1.63,7.18
2010-08-16,27.3,23.6,25.0,24.2,23.1,10.4,22.0,273,1.51,6.93
2010-08-17,29.2,23.7,26.3,23.6,22.8,13.7,32.4,263,3.39,16.16
2010-08-18,29.0,24.4,26.3,24.3,23.1,12.0,28.4,240,2.84,13.36
2010-08-19,29.4,24.1,25.8,24.0,23.0,14.1,29.2,246,2.78,12.96
2010-08-20,27.2,23.7,25.1,24.4,23.2,11.5,26.6,270,1.97,9.38
2010-08-21,29.0,23.5,25.6,23.9,22.4,13.6,28.1,265,3.07,14.53
2010-08-22,28.7,23.5,25.9,23.7,22.1,16.1,34.2,269,3.41,16.07
2010-08-23,29.1,23.5,26.1,23.6,21.7,14.8,34.6,269,3.13,14.23
2010-08-24,29.6,24.0,26.1,23.7,21.7,14.1,32.0,273,3.66,17.46
2010-08-25,29.5,24.0,26.2,24.8,22.7,9.5,21.6,297,3.24,15.34
2010-08-26,29.7,23.6,25.9,24.4,23.0,5.8,16.6,62,3.07,14.64
2010-08-27,31.3,23.6,26.8,25.6,23.4,7.9,20.9,107,4.06,19.3
2010-08-28,30.7,24.2,26.7,24.8,23.4,7.0,20.9,162,3.77,17.99
2010-08-29,30.3,24.0,26.2,24.9,23.6,8.0,19.4,325,3.07,14.52
2010-08-30,28.4,24.2,26.0,24.7,23.9,10.5,25.6,20,2.41,11.48
2010-08-31,28.6,23.7,25.7,25.4,22.4,14.0,28.8,225,2.93,13.7
2010-09-01,29.2,24.1,25.7,23.7,22.5,13.1,27.4,254,2.86,13.05
2010-09-02,27.1,24.3,25.4,23.3,22.1,14.9,34.6,274,1.98,7.93
2010-09-03,28.5,23.9,25.5,23.6,22.5,14.7,33.1,298,2.37,10.63
2010-09-04,24.8,23.2,23.9,23.8,22.8,11.1,25.9,279,0.78,3.16
2010-09-05,26.5,23.4,24.7,24.3,22.7,15.5,34.9,305,1.43,6.43
2010-09-06,28.5,23.0,25.0,24.2,22.8,15.3,28.8,295,2.32,11.35
2010-09-07,27.5,23.6,24.8,24.6,22.8,12.3,24.1,305,1.4,6.42
2010-09-08,28.2,23.3,25.1,24.4,23.0,12.8,26.3,360,2.07,9.85
2010-09-09,29.1,23.6,25.5,24.0,22.9,13.6,27.0,155,2.91,14.0
2010-09-10,26.9,22.6,24.5,23.2,20.8,20.9,39.6,222,2.28,10.05
2010-09-11,28.8,22.7,25.5,22.5,21.1,13.7,28.4,235,3.84,17.89
2010-09-12,29.2,23.8,26.0,22.0,20.5,13.1,29.2,248,4.01,18.93
2010-09-13,29.0,22.6,25.7,23.5,21.2,11.9,31.7,268,3.73,18.28
2010-09-14,29.5,23.5,25.7,24.4,22.4,11.1,25.9,292,3.41,16.73
2010-09-15,28.7,23.1,25.1,24.4,22.1,15.6,29.2,296,2.59,12.75
2010-09-16,29.6,23.1,25.9,23.1,21.2,14.3,34.2,313,3.94,18.68
2010-09-17,29.5,22.2,25.6,22.2,20.6,17.4,38.9,319,4.2,19.81
2010-09-18,28.7,22.1,25.2,21.8,19.7,15.8,32.0,335,3.45,15.02
2010-09-19,25.2,22.6,23.5,23.3,21.9,12.8,27.4,316,1.19,5.43
2010-09-20,23.4,22.6,23.1,22.8,22.1,14.2,29.5,248,0.78,3.58
2010-09-21,30.1,21.6,25.5,21.5,17.4,11.7,25.6,259,4.55,21.37
2010-09-22,30.7,21.3,25.6,21.7,17.4,11.2,26.6,277,4.68,21.87
2010-09-23,30.2,20.4,25.1,20.5,16.9,10.3,22.7,308,4.41,20.6
2010-09-24,30.1,19.0,24.9,21.4,17.1,8.0,22.3,290,4.32,20.74
2010-09-25,30.5,20.5,25.4,20.5,16.8,8.4,20.5,338,4.67,21.73
2010-09-26,30.8,20.2,25.6,21.5,17.4,8.4,19.1,25,4.53,21.06
2010-09-27,31.0,20.7,26.0,20.9,17.3,8.4,19.1,37,4.8,21.88
2010-09-28,31.3,19.8,26.3,20.7,16.5,7.4,17.3,39,4.69,22.37
2010-09-29,31.3,20.5,25.9,19.6,15.7,8.8,19.8,32,4.9,22.18
2010-09-30,31.0,20.0,25.3,18.6,15.2,10.2,23.0,51,4.97,22.42
2010-10-01,30.6,19.2,25.0,18.7,15.8,10.8,25.2,45,5.02,22.56
2010-10-02,30.9,20.2,25.5,20.4,16.8,8.5,23.0,58,4.63,21.33
2010-10-03,31.6,21.3,26.2,20.6,17.2,8.6,23.4,56,4.63,21.02
2010-10-04,32.2,20.8,26.1,20.4,15.5,15.0,27.0,44,5.07,21.73
2010-10-05,32.4,21.3,26.4,19.7,15.3,10.0,22.7,83,4.92,20.97
2010-10-06,32.7,22.8,27.1,19.1,13.9,10.5,22.3,47,5.11,21.91
2010-10-07,31.3,21.0,26.0,19.3,15.9,14.3,31.0,32,5.0,20.93
2010-10-08,31.2,20.4,25.7,21.2,15.7,12.0,26.3,27,4.54,19.74
2010-10-09,32.0,20.7,26.7,21.1,13.9,7.2,22.3,5,4.53,20.82
2010-10-10,33.5,20.4,26.9,17.6,10.8,9.6,25.2,213,4.74,19.45
2010-10-11,32.0,22.9,27.1,19.7,13.3,11.7,27.7,303,4.55,18.52
2010-10-12,30.7,22.7,26.0,18.4,15.6,11.0,25.6,313,4.19,16.92
2010-10-13,32.2,21.2,26.8,18.5,14.0,8.7,21.6,328,4.34,18.6
2010-10-14,32.8,20.3,26.6,17.9,11.1,14.4,30.6,347,5.4,20.46
2010-10-15,32.3,20.0,26.4,18.5,11.9,19.6,40.3,19,5.62,20.79
2010-10-16,31.5,24.1,27.1,21.1,17.6,21.5,48.6,30,4.7,15.99
2010-10-17,30.5,22.8,26.2,22.6,20.8,15.5,33.5,58,3.64,15.35
2010-10-18,30.9,23.0,26.0,21.5,20.1,12.4,32.4,69,3.48,15.34
2010-10-19,30.9,22.6,25.9,22.5,20.8,8.2,28.4,104,3.47,16.15
2010-10-20,30.6,22.7,26.2,23.8,20.9,7.6,21.2,105,3.15,14.75
2010-10-21,30.2,22.5,25.6,22.6,19.8,7.8,20.2,51,3.13,14.56
2010-10-22,31.3,22.1,26.3,22.0,14.8,6.8,15.1,181,4.0,18.18
2010-10-23,31.9,21.1,26.3,20.3,14.1,7.3,17.6,262,4.01,17.51
2010-10-24,31.5,21.2,26.3,18.5,13.2,7.4,17.6,134,3.93,17.2
2010-10-25,30.5,21.0,25.9,20.0,14.9,10.6,22.7,84,3.99,16.87
2010-10-26,30.5,19.9,25.5,17.8,13.2,8.8,25.6,85,4.0,18.13
2010-10-27,30.6,19.8,25.6,17.8,12.7,8.0,19.4,127,3.99,17.26
2010-10-28,31.4,21.2,25.9,18.0,12.3,8.3,20.5,170,4.0,16.73
2010-10-29,30.3,19.6,25.2,17.3,12.2,9.0,22.0,97,3.85,16.32
2010-10-30,29.6,19.8,24.7,16.2,13.0,10.0,23.0,65,3.99,16.25
2010-10-31,29.7,18.3,23.8,12.5,9.0,18.1,37.4,39,5.34,19.35
2010-11-01,28.8,17.2,23.0,12.8,8.8,14.5,33.1,40,5.07,19.63
2010-11-02,28.4,16.6,22.5,13.4,9.1,11.4,27.4,54,4.67,19.61
2010-11-03,29.2,17.2,23.1,12.8,11.1,11.8,29.5,48,4.56,19.31
2010-11-04,30.0,17.7,23.7,13.4,11.2,11.1,28.8,52,4.67,18.9
