time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,dewpoint_2m_max,dewpoint_2m_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,et0_fao_evapotranspiration,shortwave_radiation_sum
2021-11-15,27.0,14.8,20.4,13.9,7.9,11.1,23.8,34,3.91,17.21
2021-11-16,27.0,14.2,20.0,12.8,8.2,13.7,29.9,41,4.14,17.14
2021-11-17,28.4,14.9,21.3,15.4,8.8,13.1,29.5,51,3.98,16.24
2021-11-18,29.4,18.0,23.1,17.3,13.9,15.6,29.5,59,3.91,15.88
2021-11-19,28.4,19.0,22.8,16.7,13.4,12.6,28.4,65,3.47,13.31
2021-11-20,28.9,18.6,23.1,17.2,14.8,15.8,28.1,51,3.78,14.46
2021-11-21,29.8,18.8,23.8,19.1,15.2,12.4,23.8,54,3.61,15.45
2021-11-22,30.0,20.5,24.3,19.9,15.4,10.5,23.4,40,3.48,14.81
2021-11-23,30.4,17.7,23.6,16.1,13.6,9.7,21.2,12,3.58,15.62
2021-11-24,29.9,17.1,23.2,15.9,12.5,9.0,19.4,62,3.5,16.25
2021-11-25,29.9,17.4,23.3,15.9,10.2,8.4,22.3,7,3.68,16.33
2021-11-26,29.0,14.5,21.4,13.8,6.3,9.4,19.8,47,3.69,16.52
2021-11-27,29.0,13.7,21.1,12.1,4.1,11.2,21.6,93,4.06,16.6
2021-11-28,27.9,14.9,21.3,8.9,5.4,11.1,26.6,103,3.91,16.17
2021-11-29,26.5,13.6,19.8,9.2,5.9,12.1,27.4,66,3.95,15.69
2021-11-30,25.5,13.9,19.5,9.7,5.3,11.1,25.2,48,3.79,15.16
2021-12-01,25.3,16.6,20.6,10.6,6.6,15.6,27.4,37,3.82,13.08
2021-12-02,20.9,15.8,18.7,12.6,9.4,18.6,36.4,29,1.9,3.21
2021-12-03,24.0,15.2,19.3,14.7,10.2,16.4,29.9,60,2.82,11.93
2021-12-04,25.8,14.4,19.6,15.7,11.6,11.7,25.2,50,3.07,15.3
2021-12-05,26.6,15.8,20.5,15.0,11.8,13.1,28.8,54,3.18,14.23
2021-12-06,26.4,15.6,20.6,15.2,13.2,12.5,21.6,37,3.29,15.17
2021-12-07,25.5,15.6,19.7,14.9,12.4,13.3,27.4,42,3.17,15.36
2021-12-08,25.2,13.9,19.2,13.9,10.4,10.4,25.2,50,2.98,14.4
2021-12-09,24.5,15.1,19.6,14.2,10.1,14.8,31.7,54,3.16,13.79
2021-12-10,25.2,14.4,19.5,13.2,8.8,11.4,24.1,35,3.35,14.69
2021-12-11,24.1,12.5,17.7,11.4,8.8,12.1,22.3,46,3.17,15.53
2021-12-12,24.8,11.5,17.6,12.4,9.5,9.6,23.8,85,2.97,15.47
2021-12-13,25.9,12.4,18.7,11.9,9.1,11.0,25.2,124,3.16,15.16
2021-12-14,26.1,14.0,19.4,12.2,9.5,9.2,20.9,150,2.76,12.26
2021-12-15,26.0,13.5,19.7,13.1,9.7,8.4,20.9,171,2.81,13.48
2021-12-16,26.2,13.1,19.6,12.7,10.4,9.8,23.8,188,3.09,14.12
2021-12-17,24.2,15.1,19.2,14.3,11.9,13.8,24.1,353,2.87,13.14
2021-12-18,20.4,11.5,15.5,11.2,1.6,14.9,27.4,32,3.14,14.13
2021-12-19,19.8,6.8,12.6,4.0,-3.0,10.7,22.0,38,3.25,16.43
2021-12-20,21.2,6.2,13.3,5.4,0.2,10.2,21.2,49,3.11,16.04
2021-12-21,22.4,7.4,14.3,9.2,1.6,11.5,17.3,75,3.04,15.78
2021-12-22,24.2,11.9,17.1,10.3,4.2,10.3,14.4,168,3.03,15.61
2021-12-23,25.5,13.4,18.4,8.6,6.2,9.9,19.4,177,3.38,15.4
2021-12-24,26.0,11.9,18.5,11.7,7.4,11.0,22.7,261,3.32,15.21
2021-12-25,24.0,13.2,17.9,10.8,8.3,10.3,22.3,11,3.2,15.45
2021-12-26,24.4,10.9,17.6,9.7,8.2,9.8,22.0,82,3.14,15.32
2021-12-27,25.0,12.6,18.7,11.4,8.4,9.9,21.6,126,3.1,14.85
2021-12-28,21.1,13.9,16.8,14.2,9.6,11.9,29.9,10,2.05,10.4
2021-12-29,19.9,12.0,15.2,13.4,7.8,14.5,28.8,27,1.81,8.74
2021-12-30,20.6,9.9,14.2,9.8,7.4,13.7,31.0,53,2.75,15.42
2021-12-31,21.0,9.6,14.7,11.8,7.7,10.9,25.9,58,2.63,14.71
2022-01-01,22.1,11.3,16.1,14.2,9.7,8.8,21.6,65,2.27,12.56
2022-01-02,23.4,11.6,16.7,13.6,10.8,8.4,21.6,67,2.56,13.98
2022-01-03,23.7,11.4,16.8,13.4,10.6,8.7,19.4,58,2.73,15.15
2022-01-04,25.1,11.6,17.8,12.4,9.9,9.7,16.6,88,2.97,15.49
2022-01-05,26.0,12.6,18.8,15.0,8.7,14.1,31.0,156,2.89,12.97
2022-01-06,25.1,14.9,19.0,16.6,13.4,17.4,36.0,252,2.73,12.75
2022-01-07,23.7,15.2,18.2,16.3,14.1,15.5,31.0,65,2.33,12.74
2022-01-08,24.5,15.0,18.6,16.8,14.6,14.6,35.3,132,2.43,12.99
2022-01-09,21.1,13.8,17.0,15.1,11.4,11.2,23.0,306,2.18,11.65
2022-01-10,19.9,10.9,14.4,11.1,8.3,10.5,23.8,0,2.67,15.96
2022-01-11,18.7,9.9,13.2,12.1,8.8,12.3,25.6,29,2.0,12.64
2022-01-12,18.5,9.2,13.4,10.6,7.6,10.7,20.5,1,2.65,16.47
2022-01-13,19.9,8.4,13.6,10.4,7.2,12.3,27.4,47,2.71,16.55
2022-01-14,20.7,9.7,14.8,12.5,8.6,12.6,24.5,40,2.58,14.89
2022-01-15,20.0,9.7,14.3,11.9,9.1,12.8,25.2,33,2.74,16.37
2022-01-16,21.0,8.6,14.1,13.9,8.1,10.6,21.2,49,2.72,16.75
2022-01-17,22.5,9.0,15.0,13.4,8.8,12.0,23.0,30,2.85,16.35
2022-01-18,21.4,9.4,15.0,12.9,9.2,8.6,22.3,360,2.83,16.68
2022-01-19,21.5,8.8,14.4,12.3,7.4,8.2,16.2,26,2.67,15.84
2022-01-20,25.2,10.1,17.6,14.1,8.5,16.6,29.9,239,3.56,16.96
2022-01-21,24.0,13.6,18.2,14.5,6.8,17.3,29.2,300,3.46,17.2
2022-01-22,23.4,15.4,18.3,15.0,8.8,24.3,45.4,225,2.63,10.89
2022-01-23,21.8,11.8,16.8,13.7,6.4,15.7,32.8,276,3.01,14.33
2022-01-24,18.9,9.9,13.9,9.0,4.2,10.8,27.0,360,3.05,17.41
2022-01-25,18.0,8.2,12.7,7.6,3.5,12.1,23.4,15,3.07,17.98
2022-01-26,17.9,7.4,12.3,6.9,3.8,8.8,22.3,23,2.94,17.98
2022-01-27,18.7,7.4,12.4,7.1,3.7,10.2,22.7,20,3.13,18.37
2022-01-28,20.1,6.5,12.7,7.2,3.5,10.3,17.6,25,3.15,18.57
2022-01-29,23.1,7.8,15.0,7.2,1.8,9.4,20.2,67,3.36,18.68
2022-01-30,25.8,9.1,17.3,11.2,5.2,9.7,19.8,249,3.78,18.54
2022-01-31,26.2,12.1,18.5,8.4,3.9,11.5,26.6,288,4.2,18.7
2022-02-01,27.3,12.2,19.3,10.8,7.2,12.0,27.0,295,4.01,18.45
2022-02-02,28.0,12.1,20.4,12.4,9.6,12.3,23.0,251,4.1,18.52
2022-02-03,27.9,14.5,20.9,10.9,3.0,29.4,55.4,243,5.42,18.8
2022-02-04,22.6,11.3,16.9,7.7,-2.3,15.8,28.4,289,4.18,19.46
2022-02-05,24.3,10.9,17.0,9.1,-1.0,11.7,23.8,292,4.18,19.62
2022-02-06,25.6,9.1,17.2,11.8,2.6,10.2,23.8,92,3.88,19.4
2022-02-07,27.2,13.4,19.1,8.4,5.2,13.0,27.4,279,4.15,19.35
2022-02-08,27.9,12.1,19.6,11.4,7.2,14.1,30.2,249,4.19,18.66
2022-02-09,27.0,15.2,20.7,11.1,4.9,16.8,34.2,297,4.8,18.88
2022-02-10,23.1,12.7,17.1,12.7,6.6,13.7,27.0,28,3.78,19.4
2022-02-11,22.2,10.4,16.1,9.4,6.6,9.5,24.8,23,3.7,20.11
2022-02-12,24.4,9.2,16.3,8.6,4.4,11.1,16.2,18,3.87,20.44
2022-02-13,25.5,9.9,17.6,13.4,5.2,10.2,23.8,72,4.07,20.41
2022-02-14,27.4,11.4,19.2,14.9,6.3,10.5,25.6,76,4.07,18.76
2022-02-15,28.1,13.6,20.2,10.4,6.0,15.1,33.1,141,4.6,18.58
2022-02-16,26.3,12.8,19.4,10.0,5.5,11.8,23.8,37,4.33,19.07
2022-02-17,26.6,13.5,19.8,8.4,3.4,12.4,28.1,60,4.87,20.35
2022-02-18,27.8,13.4,20.8,10.3,3.9,13.7,29.9,90,4.39,17.35
2022-02-19,27.9,15.6,21.7,13.7,7.7,11.2,23.8,208,3.98,16.45
2022-02-20,27.6,16.0,20.8,11.8,-0.4,15.9,32.8,317,5.17,21.2
2022-02-21,28.5,14.6,21.1,7.8,0.4,11.4,25.9,281,5.11,21.37
2022-02-22,30.5,14.4,22.2,10.6,6.3,14.5,29.2,218,5.34,21.17
2022-02-23,31.0,15.1,23.2,10.6,7.8,13.8,28.8,224,5.5,21.05
2022-02-24,30.1,16.9,23.3,11.7,3.2,14.8,32.0,288,5.79,21.64
2022-02-25,29.0,15.8,21.8,13.8,5.1,12.0,26.3,63,4.92,21.05
2022-02-26,31.1,16.5,23.2,11.7,6.0,18.4,37.1,184,5.83,20.71
2022-02-27,31.1,15.9,23.3,13.3,3.4,15.3,31.3,349,5.41,21.47
2022-02-28,29.0,16.4,22.1,13.8,9.2,14.5,31.7,27,4.81,21.01
2022-03-01,29.3,15.4,22.2,13.7,5.8,13.1,25.6,34,5.04,21.6
2022-03-02,29.8,14.6,21.9,15.4,4.9,14.5,27.0,70,5.22,21.6
2022-03-03,30.8,15.8,23.0,16.8,5.2,12.5,26.3,132,4.92,19.36
2022-03-04,31.2,16.9,23.9,12.3,6.9,13.2,26.6,318,5.52,20.71
2022-03-05,29.8,16.4,22.5,12.8,3.3,12.4,26.6,10,5.56,22.51
2022-03-06,30.4,15.2,22.5,9.0,2.6,11.5,25.2,36,5.4,23.0
2022-03-07,31.8,16.7,23.9,11.4,3.3,17.2,35.3,172,5.4,18.57
2022-03-08,29.5,18.0,22.9,14.3,8.6,14.9,31.3,188,3.75,14.27
2022-03-09,31.1,16.2,23.5,14.2,10.2,13.3,34.6,245,4.61,20.92
2022-03-10,31.5,15.9,24.1,14.6,8.1,13.0,22.0,18,5.17,21.92
2022-03-11,31.1,17.9,24.2,12.2,6.4,13.2,28.4,26,5.82,22.5
2022-03-12,32.3,17.1,24.8,10.1,2.8,14.7,26.6,359,6.11,23.45
2022-03-13,32.5,17.2,25.4,10.3,3.2,13.4,25.9,5,6.22,23.79
2022-03-14,35.2,17.9,27.3,11.3,4.5,16.3,33.1,356,6.51,23.31
2022-03-15,37.0,20.2,28.9,10.9,4.0,19.4,39.6,327,7.86,23.51
2022-03-16,37.2,23.1,29.6,9.1,0.4,20.7,40.7,324,8.43,23.8
2022-03-17,37.7,22.5,29.9,8.9,3.0,23.4,46.8,324,8.75,23.88
2022-03-18,37.3,20.8,28.9,13.5,6.5,19.3,38.9,2,7.01,23.6
2022-03-19,36.3,21.4,28.7,17.5,6.2,22.2,44.6,8,6.68,21.9
2022-03-20,38.1,21.5,29.6,12.9,0.5,17.1,34.2,326,6.99,21.86
2022-03-21,37.5,22.1,29.5,5.9,0.1,18.5,35.3,335,8.0,21.79
2022-03-22,36.3,21.9,29.2,6.4,3.2,16.6,34.6,356,7.85,24.2
2022-03-23,36.4,21.2,29.3,9.3,4.5,14.2,31.7,61,6.36,22.16
2022-03-24,37.3,23.5,29.9,10.6,3.3,15.9,30.6,297,5.91,17.48
2022-03-25,36.8,24.7,30.5,8.2,2.0,18.4,34.9,283,6.58,17.6
2022-03-26,37.7,23.9,30.0,7.9,-2.5,22.9,46.4,318,7.98,23.25
2022-03-27,37.6,20.4,29.4,8.6,-0.4,12.0,29.5,337,6.69,25.12
2022-03-28,38.6,20.4,29.9,8.9,-0.9,19.1,40.3,288,8.25,25.21
2022-03-29,38.3,24.0,30.4,4.7,-0.8,16.3,34.9,291,8.72,25.54
2022-03-30,38.3,24.1,31.0,5.4,-0.2,17.3,32.0,285,8.16,25.44
2022-03-31,38.8,24.4,30.8,6.8,-0.3,17.8,32.8,290,8.19,25.45
2022-04-01,38.9,23.6,30.9,6.3,1.4,14.2,28.8,312,7.87,25.47
2022-04-02,38.2,21.6,30.5,9.6,2.9,11.0,21.6,9,6.89,25.33
2022-04-03,39.5,22.4,31.9,9.2,-0.7,16.1,36.0,318,7.25,25.3
2022-04-04,39.8,24.5,31.7,6.6,-3.5,18.7,37.4,308,8.37,25.75
2022-04-05,39.2,22.0,30.8,5.6,-3.5,13.2,27.4,306,7.59,25.97
2022-04-06,39.7,22.6,32.2,6.6,-0.4,11.9,30.2,49,7.58,25.74
2022-04-07,39.8,23.4,32.3,6.8,1.0,12.7,28.8,24,7.66,25.56
2022-04-08,40.8,24.0,32.3,5.3,-5.4,21.4,45.0,6,7.93,25.66
2022-04-09,41.8,23.5,33.2,11.6,-3.2,16.8,33.1,221,7.98,24.76
2022-04-10,41.5,26.1,33.3,6.6,-2.2,16.6,32.8,308,8.31,24.45
2022-04-11,41.0,27.0,34.0,9.1,3.3,18.7,32.4,276,9.3,24.09
2022-04-12,40.7,28.1,33.9,11.4,5.1,16.1,29.2,274,8.41,23.3
2022-04-13,40.2,27.0,33.0,8.1,4.0,15.5,33.1,279,8.3,24.88
2022-04-14,39.6,26.3,32.8,5.3,-0.9,17.8,36.0,287,9.33,26.04
2022-04-15,39.6,25.1,32.0,4.6,-1.0,16.0,35.3,278,9.23,26.7
2022-04-16,39.8,26.1,32.6,8.1,-0.2,17.9,35.3,287,9.29,24.14
2022-04-17,40.0,25.1,32.6,6.9,3.0,17.6,36.7,272,8.47,25.89
2022-04-18,40.7,27.2,33.8,7.8,3.3,21.5,43.6,293,9.33,24.81
2022-04-19,40.7,27.1,33.5,7.9,3.5,21.9,44.6,321,9.25,25.19
2022-04-20,40.8,26.8,33.8,6.7,1.6,20.2,36.0,302,8.91,25.74
2022-04-21,37.0,25.5,30.8,12.3,1.8,27.6,55.8,314,8.3,16.97
2022-04-22,38.2,22.8,31.1,12.1,5.9,11.4,27.0,358,6.45,24.31
2022-04-23,40.1,26.4,33.1,8.7,1.4,19.0,39.6,297,9.65,26.04
2022-04-24,40.3,26.1,32.6,6.0,1.0,20.6,41.0,294,8.6,24.0
2022-04-25,40.0,26.9,33.6,5.2,-0.2,21.0,40.0,290,10.24,26.55
2022-04-26,40.7,26.9,33.8,5.2,-1.1,18.4,39.6,283,10.01,26.75
2022-04-27,40.8,27.0,34.0,4.6,-2.0,16.0,35.3,296,8.95,26.62
2022-04-28,42.2,27.4,34.6,5.8,-1.6,18.4,37.1,282,9.14,25.01
2022-04-29,42.0,29.3,35.2,4.2,0.6,22.5,45.7,299,10.11,22.04
2022-04-30,41.0,27.9,34.4,8.7,3.1,19.5,37.8,273,10.24,26.26
2022-05-01,40.6,28.8,34.1,16.1,6.8,18.4,36.7,283,8.52,24.25
2022-05-02,40.8,29.0,34.1,14.8,7.1,18.9,36.0,292,8.72,23.43
2022-05-03,40.4,28.9,34.5,14.6,7.4,21.0,41.8,291,9.55,25.15
2022-05-04,40.2,27.3,33.9,10.5,4.2,20.4,41.8,296,9.54,26.42
2022-05-05,39.8,26.5,33.3,7.2,3.0,17.0,31.3,327,8.91,26.88
2022-05-06,40.2,26.3,33.2,9.8,3.7,11.5,25.2,354,6.95,21.14
2022-05-07,38.2,26.4,32.5,13.6,6.3,14.1,32.4,13,6.93,20.97
2022-05-08,41.5,25.6,34.2,9.7,-2.2,18.4,37.1,333,7.75,21.09
2022-05-09,41.7,27.5,34.7,12.2,2.7,16.8,32.4,9,8.4,23.37
2022-05-10,40.1,26.9,34.2,14.9,8.2,21.6,44.3,39,8.44,21.9
2022-05-11,41.8,26.9,34.8,15.6,6.3,18.7,40.7,40,8.45,23.14
2022-05-12,42.8,27.5,35.4,13.9,4.9,16.0,33.8,325,8.05,23.28
2022-05-13,44.0,29.4,36.1,15.2,1.5,20.5,42.1,299,9.15,23.32
2022-05-14,42.1,29.8,35.8,16.6,6.7,22.7,40.3,265,9.35,21.02
2022-05-15,42.0,29.6,35.5,18.6,8.1,19.2,37.4,263,8.77,21.57
2022-05-16,41.8,30.5,35.4,13.4,2.5,19.8,37.8,283,10.66,26.49
2022-05-17,40.0,27.4,34.4,15.1,4.9,18.0,37.4,275,9.05,23.29
2022-05-18,41.0,28.3,34.5,11.6,3.5,20.5,38.5,295,9.78,26.23
2022-05-19,41.1,27.4,34.6,9.6,6.6,13.5,26.3,270,8.19,26.33
2022-05-20,43.2,30.0,36.5,12.0,7.6,21.7,37.4,267,9.51,26.28
2022-05-21,41.0,29.9,35.0,17.9,5.4,25.2,49.3,274,10.97,25.2
2022-05-22,39.8,27.2,33.1,20.1,6.9,23.8,43.2,268,9.69,25.3
2022-05-23,39.1,27.2,31.9,20.6,9.2,23.4,43.2,244,8.15,24.62
2022-05-24,37.0,24.0,30.7,19.5,11.1,13.0,32.8,259,6.15,22.95
2022-05-25,38.2,25.8,32.0,17.9,13.0,18.9,58.3,280,7.37,23.4
2022-05-26,38.8,27.4,33.5,17.4,9.4,20.7,41.0,281,8.41,23.76
2022-05-27,38.8,27.5,33.2,19.4,10.2,23.2,42.8,277,9.62,25.83
2022-05-28,38.7,27.2,32.9,20.1,12.1,20.9,39.2,270,9.02,25.65
2022-05-29,37.7,27.5,32.6,20.6,13.5,19.6,41.0,268,8.09,23.45
2022-05-30,38.2,28.6,33.6,20.3,11.1,18.3,34.9,271,8.27,22.09
2022-05-31,40.7,29.1,34.5,19.6,8.2,21.9,43.2,300,9.11,23.1
2022-06-01,41.2,29.5,35.0,15.8,6.9,21.4,42.1,313,9.48,23.27
2022-06-02,40.6,28.5,35.2,13.1,7.2,23.1,43.6,306,9.49,22.38
2022-06-03,41.0,30.3,35.5,12.5,6.8,21.2,41.0,293,10.1,23.49
2022-06-04,40.7,30.3,35.0,15.6,8.0,20.5,38.5,300,9.38,23.0
2022-06-05,41.2,30.1,35.5,9.9,6.6,20.6,40.3,300,10.19,25.06
2022-06-06,41.3,30.0,35.5,15.2,5.9,21.6,42.8,297,10.73,26.28
2022-06-07,41.1,29.8,35.4,15.5,5.6,23.7,44.3,292,10.63,26.02
2022-06-08,40.0,30.4,35.0,19.5,11.2,24.8,44.3,292,9.22,21.51
2022-06-09,39.2,30.1,34.4,20.6,11.8,22.5,42.8,275,8.98,24.05
2022-06-10,40.0,29.6,34.5,19.8,12.6,20.9,40.3,277,8.59,24.59
2022-06-11,38.8,28.6,33.1,20.3,16.2,21.4,40.7,257,7.37,20.99
2022-06-12,35.7,25.4,30.2,22.1,19.5,16.9,38.9,240,5.23,19.83
2022-06-13,36.8,27.0,30.1,22.0,18.4,18.4,34.9,273,5.7,20.82
2022-06-14,37.5,26.5,31.8,21.4,17.1,17.2,34.6,279,7.11,22.71
2022-06-15,38.1,28.0,32.6,20.7,17.4,19.4,38.9,269,7.97,24.51
2022-06-16,36.7,26.7,30.9,23.9,17.6,14.1,32.0,237,5.5,18.68
2022-06-17,34.0,25.1,28.8,23.0,19.1,14.4,29.9,240,4.53,16.63
2022-06-18,32.8,23.2,27.3,23.5,21.0,15.5,33.8,219,4.31,18.43
2022-06-19,33.6,23.3,28.0,23.1,20.3,14.5,34.6,239,5.55,23.75
2022-06-20,30.8,22.8,26.5,23.2,21.6,14.8,41.8,249,3.88,17.51
2022-06-21,29.6,23.2,26.3,23.0,21.2,13.3,27.4,240,3.57,16.53
2022-06-22,33.6,23.6,27.9,23.5,20.7,22.1,46.8,268,5.52,24.61
2022-06-23,34.5,23.6,28.3,23.5,20.1,13.0,38.9,339,4.98,21.45
2022-06-24,35.0,24.2,29.6,23.8,14.8,10.2,27.0,321,5.92,24.94
2022-06-25,36.0,24.5,30.5,22.1,14.4,13.1,25.2,290,6.39,25.4
2022-06-26,36.8,26.2,30.6,23.5,18.0,21.4,41.0,256,5.51,20.52
2022-06-27,33.4,24.7,29.2,23.4,21.2,15.0,30.6,215,4.75,19.46
2022-06-28,33.9,24.6,28.6,23.8,22.3,18.8,47.2,244,4.35,17.07
2022-06-29,30.6,25.8,28.1,24.7,22.6,16.9,32.0,260,3.34,11.91
2022-06-30,29.6,24.5,25.7,24.6,22.9,16.9,38.9,257,1.99,8.66
2022-07-01,31.4,24.3,26.9,24.0,22.4,15.5,32.8,251,3.92,18.06
2022-07-02,29.0,23.5,25.9,23.7,22.4,14.5,27.7,257,2.62,11.55
2022-07-03,28.8,24.0,25.9,24.1,22.5,12.4,28.4,261,2.46,11.26
2022-07-04,29.6,23.5,26.1,24.6,22.7,15.1,30.2,286,2.9,13.1
2022-07-05,29.6,23.5,25.9,24.2,22.8,22.7,46.4,81,3.03,13.73
2022-07-06,32.1,23.8,26.9,24.6,22.6,12.6,24.5,181,4.36,20.57
2022-07-07,30.0,23.9,25.4,24.2,23.2,13.7,27.4,257,2.07,9.35
2022-07-08,31.5,23.7,26.5,24.1,22.7,13.0,25.9,284,3.81,17.79
2022-07-09,30.5,23.5,26.0,24.2,22.9,16.1,33.1,298,3.55,17.13
2022-07-10,31.4,23.5,26.5,24.0,22.5,12.0,26.6,333,4.39,20.68
2022-07-11,29.9,23.0,25.1,24.0,22.5,17.5,34.2,301,2.42,11.34
2022-07-12,29.8,23.1,25.6,24.9,22.5,19.1,35.3,324,2.82,13.2
2022-07-13,29.5,23.0,25.6,24.5,22.4,18.4,36.4,347,2.82,12.99
2022-07-14,30.8,23.5,25.9,24.8,22.7,12.2,32.0,37,3.6,17.63
2022-07-15,28.0,23.0,24.7,24.0,22.6,10.2,23.8,231,2.25,10.63
2022-07-16,29.5,23.3,25.8,24.1,22.6,10.5,23.8,229,3.28,15.91
2022-07-17,29.6,23.8,26.2,24.4,23.0,14.6,29.5,316,3.1,14.55
2022-07-18,30.8,23.2,25.9,24.7,22.7,20.2,38.2,4,3.38,16.29
2022-07-19,29.0,23.6,25.7,24.0,22.1,20.6,39.6,229,3.6,17.59
2022-07-20,30.1,24.1,26.2,24.1,21.9,19.0,35.3,268,3.62,16.07
2022-07-21,27.4,23.9,25.0,24.2,22.5,19.5,37.4,282,2.07,9.49
2022-07-22,27.1,23.9,24.8,23.8,22.4,15.0,29.2,298,2.07,9.86
2022-07-23,27.8,23.5,24.7,23.8,22.4,15.7,29.5,297,2.18,10.34
2022-07-24,27.6,23.4,24.7,23.8,22.5,13.4,25.6,262,1.97,9.07
2022-07-25,26.1,23.3,24.3,23.7,22.5,15.3,28.4,258,1.43,6.51
2022-07-26,28.0,22.9,24.7,23.6,22.1,18.2,35.3,252,2.52,12.5
2022-07-27,28.8,22.8,25.2,23.2,21.8,11.6,23.8,253,2.97,13.95
2022-07-28,29.8,23.2,25.9,23.5,22.2,13.9,29.9,274,3.7,17.7
2022-07-29,30.0,23.2,26.3,24.3,22.2,12.6,28.4,280,4.25,20.52
2022-07-30,30.4,23.9,26.8,23.7,22.0,13.6,28.1,283,4.55,21.29
2022-07-31,30.9,23.9,27.0,22.5,20.2,16.6,33.5,276,5.1,23.06
2022-08-01,30.8,23.1,26.7,22.5,20.8,15.5,31.0,270,5.05,23.5
2022-08-02,29.8,23.6,26.2,23.6,21.6,14.3,29.9,277,4.16,19.81
2022-08-03,30.4,24.0,26.8,24.5,23.0,13.8,27.7,301,3.86,18.42
2022-08-04,30.0,24.2,26.1,24.7,23.4,5.2,21.2,228,2.7,12.84
2022-08-05,30.5,24.2,26.6,24.6,23.5,7.6,19.8,162,3.92,18.79
2022-08-06,31.1,23.2,26.5,24.5,22.6,9.7,26.6,218,4.6,22.16
2022-08-07,30.0,23.6,26.4,24.8,23.0,10.4,25.2,4,3.5,16.79
2022-08-08,28.8,23.2,25.7,24.8,22.4,13.6,29.2,22,2.93,14.13
2022-08-09,29.4,23.8,25.8,25.0,23.0,12.2,29.9,43,2.95,14.2
2022-08-10,27.8,23.2,24.8,24.0,22.8,17.3,30.6,36,1.91,8.72
2022-08-11,27.1,23.4,24.4,24.0,22.4,19.1,38.9,243,1.99,9.87
2022-08-12,28.2,23.2,25.0,23.3,22.1,20.4,44.6,228,2.66,12.45
2022-08-13,29.0,23.0,25.4,23.8,21.5,21.7,41.8,245,3.68,17.59
2022-08-14,26.2,23.3,24.4,23.6,21.8,21.6,38.9,292,1.55,6.25
2022-08-15,26.2,22.9,23.8,23.0,22.0,24.5,44.6,299,1.5,6.88
2022-08-16,27.5,22.6,24.1,22.5,21.7,29.3,54.0,214,2.52,12.38
2022-08-17,29.0,22.8,25.5,23.0,21.4,23.8,43.9,208,4.07,19.56
2022-08-18,29.9,22.6,25.8,22.1,21.2,20.1,37.4,244,4.1,18.51
2022-08-19,29.8,22.6,26.1,23.0,21.4,19.7,35.6,276,4.49,21.2
2022-08-20,27.8,23.5,24.7,23.0,21.9,20.8,37.4,294,2.03,8.35
2022-08-21,26.9,21.9,24.1,23.1,20.6,27.9,52.2,298,2.34,11.33
2022-08-22,23.2,22.8,22.9,22.4,21.0,41.5,81.4,264,0.96,2.47
2022-08-23,29.2,22.4,24.9,22.5,20.8,26.1,54.7,219,4.11,20.33
2022-08-24,29.7,21.0,25.1,22.0,21.0,10.5,22.7,237,4.1,19.79
2022-08-25,29.0,21.5,24.8,22.1,20.0,13.2,25.6,287,4.3,20.96
2022-08-26,29.4,21.8,25.5,22.0,20.9,16.7,33.8,299,4.65,22.4
2022-08-27,29.9,22.7,26.0,23.0,21.0,15.3,31.3,302,4.49,21.35
2022-08-28,29.5,23.2,25.4,23.5,20.8,13.5,27.0,306,3.43,16.29
2022-08-29,29.0,22.9,24.9,23.4,22.2,14.7,27.7,337,3.04,15.17
2022-08-30,30.1,22.2,25.5,23.8,21.6,10.3,21.6,24,3.96,19.39
2022-08-31,30.0,23.0,26.2,24.3,22.9,10.8,23.8,316,3.44,16.32
2022-09-01,29.9,23.0,25.9,24.2,22.7,10.5,24.1,174,3.37,16.46
2022-09-02,30.6,23.1,26.4,24.8,23.0,7.9,24.8,224,4.17,20.22
2022-09-03,31.2,23.6,27.0,24.0,23.1,12.7,26.6,265,4.43,20.87
2022-09-04,29.1,23.5,25.4,24.5,22.5,15.8,31.3,269,2.45,11.94
2022-09-05,28.5,23.4,25.6,23.6,22.0,9.9,27.4,282,2.91,13.51
2022-09-06,29.6,23.4,25.4,23.4,22.0,13.7,29.2,326,3.23,15.9
2022-09-07,30.2,23.2,25.9,24.4,22.8,12.5,28.4,47,3.49,17.24
2022-09-08,30.9,23.9,26.7,24.8,22.9,13.9,31.3,66,3.84,18.47
2022-09-09,31.5,24.3,27.0,25.0,23.6,11.9,25.9,76,4.24,20.62
2022-09-10,31.5,23.5,27.1,24.2,22.5,14.1,28.8,42,4.83,22.82
2022-09-11,30.0,23.8,26.5,24.7,22.5,16.6,36.7,35,3.72,17.78
2022-09-12,28.3,23.2,25.1,24.0,22.2,17.6,38.5,27,2.64,12.93
2022-09-13,27.6,23.1,24.7,23.8,22.5,11.7,24.1,318,2.29,11.11
2022-09-14,26.9,22.8,24.2,23.6,22.2,17.9,37.8,240,2.08,10.43
2022-09-15,28.0,22.8,24.8,23.4,22.0,21.3,42.5,232,2.79,13.46
2022-09-16,26.5,22.8,24.2,23.2,21.9,15.6,32.8,256,1.69,7.71
2022-09-17,29.5,22.5,25.4,22.3,21.6,15.5,30.2,273,3.87,18.64
2022-09-18,29.9,22.0,25.6,23.0,20.8,12.7,27.4,305,4.49,22.14
