soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,time
0.45587500000000003,0.3914583333333333,0.3755,2013-09-23
0.4322916666666667,0.39529166666666665,0.375,2013-09-24
0.4095,0.3932083333333334,0.3745,2013-09-25
0.38529166666666664,0.38729166666666665,0.3735,2013-09-26
0.364875,0.381125,0.37245833333333334,2013-09-27
0.34791666666666665,0.3745833333333333,0.3714166666666667,2013-09-28
0.33520833333333333,0.3685416666666667,0.3700833333333333,2013-09-29
0.3273333333333333,0.36320833333333336,0.369,2013-09-30
0.3245,0.359,0.36837499999999995,2013-10-01
0.3432916666666667,0.35600000000000004,0.36754166666666666,2013-10-02
0.3685,0.35437499999999994,0.367,2013-10-03
0.4254583333333333,0.3564583333333333,0.367,2013-10-04
0.42154166666666665,0.359875,0.367,2013-10-05
0.42945833333333333,0.36224999999999996,0.3665416666666667,2013-10-06
0.439375,0.36841666666666667,0.36633333333333334,2013-10-07
0.4369166666666667,0.37283333333333335,0.36599999999999994,2013-10-08
0.43816666666666665,0.3762083333333333,0.3657083333333333,2013-10-09
0.43370833333333336,0.379875,0.3654583333333333,2013-10-10
0.4182083333333333,0.37966666666666665,0.365,2013-10-11
0.43145833333333333,0.37995833333333334,0.364625,2013-10-12
0.411125,0.37920833333333337,0.3640833333333333,2013-10-13
0.38925000000000004,0.37554166666666666,0.3635,2013-10-14
0.3717083333333333,0.3710833333333334,0.3626666666666667,2013-10-15
0.35429166666666667,0.366125,0.3619583333333333,2013-10-16
0.33549999999999996,0.3605,0.3612916666666666,2013-10-17
0.32025,0.3547916666666666,0.36041666666666666,2013-10-18
0.30695833333333333,0.34945833333333326,0.35908333333333337,2013-10-19
0.29516666666666663,0.34391666666666665,0.357875,2013-10-20
0.28529166666666667,0.3387083333333334,0.3565833333333333,2013-10-21
0.2749166666666667,0.333625,0.35554166666666664,2013-10-22
0.26633333333333337,0.328625,0.3545,2013-10-23
0.265,0.325,0.35341666666666666,2013-10-24
0.27066666666666667,0.322625,0.35262499999999997,2013-10-25
0.26833333333333337,0.32008333333333333,0.3520833333333333,2013-10-26
0.26429166666666665,0.31758333333333333,0.3515,2013-10-27
0.25775,0.3145,0.3504583333333333,2013-10-28
0.2515833333333333,0.31124999999999997,0.34904166666666664,2013-10-29
0.24620833333333333,0.30804166666666666,0.3475833333333333,2013-10-30
0.24220833333333333,0.3055,0.3465416666666667,2013-10-31
0.23879166666666665,0.30304166666666665,0.3455,2013-11-01
0.23620833333333333,0.30091666666666667,0.3444583333333333,2013-11-02
0.234625,0.29904166666666665,0.34345833333333337,2013-11-03
0.23354166666666668,0.2975,0.3425,2013-11-04
0.23258333333333336,0.2959583333333333,0.3415416666666667,2013-11-05
0.232,0.2945,0.3405416666666667,2013-11-06
0.23145833333333335,0.29341666666666666,0.33958333333333335,2013-11-07
0.231,0.29241666666666666,0.339,2013-11-08
0.23287500000000003,0.29141666666666666,0.33845833333333336,2013-11-09
0.234,0.2905,0.33775,2013-11-10
0.23295833333333335,0.2895833333333333,0.3374166666666667,2013-11-11
0.232,0.28862499999999996,0.3365,2013-11-12
0.2315,0.288,0.3355416666666667,2013-11-13
0.231,0.28741666666666665,0.334625,2013-11-14
0.231,0.2865833333333333,0.33437500000000003,2013-11-15
0.2305,0.286,0.3335000000000001,2013-11-16
0.23,0.2855,0.332625,2013-11-17
0.23,0.285,0.33216666666666667,2013-11-18
0.23,0.2845,0.3315,2013-11-19
0.23,0.284,0.3305416666666667,2013-11-20
0.23,0.2835833333333333,0.33,2013-11-21
0.23,0.283,0.32945833333333335,2013-11-22
0.23,0.283,0.32858333333333334,2013-11-23
0.23,0.28254166666666664,0.328,2013-11-24
0.23,0.282,0.32745833333333335,2013-11-25
0.23,0.282,0.32658333333333334,2013-11-26
0.23,0.282,0.326,2013-11-27
0.23,0.2813333333333334,0.3255,2013-11-28
0.23,0.281,0.325,2013-11-29
0.23,0.281,0.32445833333333335,2013-11-30
0.23,0.281,0.323625,2013-12-01
0.23,0.281,0.3234166666666667,2013-12-02
0.231375,0.28058333333333335,0.323,2013-12-03
0.232625,0.28,0.32254166666666667,2013-12-04
0.232,0.28,0.322,2013-12-05
0.23145833333333335,0.28,0.32158333333333333,2013-12-06
0.231,0.28,0.32108333333333333,2013-12-07
0.230625,0.28,0.320625,2013-12-08
0.23,0.28,0.32045833333333335,2013-12-09
0.23,0.28,0.32,2013-12-10
0.23,0.28,0.31954166666666667,2013-12-11
0.23,0.28,0.319,2013-12-12
0.23,0.27958333333333335,0.318625,2013-12-13
0.23,0.279,0.31845833333333334,2013-12-14
0.23,0.279,0.318,2013-12-15
0.23,0.279,0.3175,2013-12-16
0.23,0.279,0.317,2013-12-17
0.23,0.279,0.316625,2013-12-18
0.23,0.279,0.3162916666666667,2013-12-19
0.23,0.279,0.316,2013-12-20
0.23,0.279,0.3155833333333333,2013-12-21
0.23,0.279,0.31520833333333337,2013-12-22
0.2304166666666667,0.279,0.315,2013-12-23
0.231,0.279,0.315,2013-12-24
0.231,0.279,0.315,2013-12-25
0.231,0.279,0.3145833333333333,2013-12-26
0.231,0.279,0.31445833333333334,2013-12-27
0.231,0.279,0.314,2013-12-28
0.2314166666666667,0.279,0.314,2013-12-29
0.231625,0.279,0.314,2013-12-30
0.23958333333333334,0.279,0.314,2013-12-31
0.23958333333333334,0.279,0.3139166666666667,2014-01-01
0.23858333333333334,0.279,0.31354166666666666,2014-01-02
0.23716666666666666,0.279,0.31304166666666666,2014-01-03
0.236,0.279,0.313,2014-01-04
0.24941666666666665,0.279,0.313,2014-01-05
0.25604166666666667,0.279,0.313,2014-01-06
0.2527916666666667,0.279,0.31266666666666665,2014-01-07
0.24949999999999997,0.279,0.31245833333333334,2014-01-08
0.246375,0.279,0.312,2014-01-09
0.2449583333333333,0.279,0.312,2014-01-10
0.24445833333333333,0.279,0.312,2014-01-11
0.24229166666666666,0.279,0.312,2014-01-12
0.24029166666666665,0.2784166666666667,0.31154166666666666,2014-01-13
0.239,0.278,0.311,2014-01-14
0.24887499999999999,0.278,0.311,2014-01-15
0.2535833333333333,0.278,0.311,2014-01-16
0.258125,0.278,0.311,2014-01-17
0.2823333333333333,0.278,0.311,2014-01-18
0.27675,0.27808333333333335,0.31095833333333334,2014-01-19
0.27125000000000005,0.279,0.3105833333333333,2014-01-20
0.26737500000000003,0.279,0.31024999999999997,2014-01-21
0.2835416666666667,0.279,0.31,2014-01-22
0.445,0.28929166666666667,0.31,2014-01-23
0.4545416666666667,0.3185,0.31,2014-01-24
0.4185833333333333,0.3297083333333333,0.31083333333333335,2014-01-25
0.39454166666666673,0.3315,0.311,2014-01-26
0.37474999999999997,0.33087500000000003,0.3107083333333333,2014-01-27
0.357,0.32875000000000004,0.31054166666666666,2014-01-28
0.34170833333333334,0.3265,0.31020833333333336,2014-01-29
0.3273333333333333,0.3236666666666667,0.31,2014-01-30
0.31483333333333335,0.32108333333333333,0.31,2014-01-31
0.3037916666666666,0.31833333333333336,0.31,2014-02-01
0.29462499999999997,0.3157083333333333,0.31,2014-02-02
0.286875,0.3130833333333333,0.30954166666666666,2014-02-03
0.2798333333333333,0.31054166666666666,0.309,2014-02-04
0.27337500000000003,0.307625,0.309,2014-02-05
0.2665,0.30504166666666666,0.30854166666666666,2014-02-06
0.260125,0.302125,0.308,2014-02-07
0.2537916666666667,0.30004166666666665,0.30775,2014-02-08
0.24929166666666666,0.2980833333333333,0.30745833333333333,2014-02-09
0.24566666666666667,0.29616666666666663,0.307,2014-02-10
0.24250000000000002,0.29454166666666665,0.30679166666666663,2014-02-11
0.23975,0.2930833333333333,0.30645833333333333,2014-02-12
0.23883333333333331,0.29162499999999997,0.306,2014-02-13
0.24141666666666664,0.29066666666666663,0.306,2014-02-14
0.24045833333333333,0.29,0.306,2014-02-15
0.2479583333333333,0.2894583333333333,0.306,2014-02-16
0.24558333333333335,0.28854166666666664,0.3055,2014-02-17
0.24187499999999998,0.28754166666666664,0.305,2014-02-18
0.239125,0.28654166666666664,0.30466666666666664,2014-02-19
0.23687499999999997,0.2855833333333333,0.304375,2014-02-20
0.236375,0.285,0.304,2014-02-21
0.24829166666666666,0.2844583333333333,0.304,2014-02-22
0.24866666666666667,0.284,0.30354166666666665,2014-02-23
0.24549999999999997,0.28354166666666664,0.303,2014-02-24
0.26116666666666666,0.283,0.303,2014-02-25
0.44025000000000003,0.339625,0.303,2014-02-26
0.486375,0.41729166666666667,0.3033333333333333,2014-02-27
0.46900000000000003,0.4504166666666667,0.30483333333333335,2014-02-28
0.4403333333333333,0.44145833333333334,0.30654166666666666,2014-03-01
0.41720833333333335,0.43045833333333333,0.307625,2014-03-02
0.39829166666666665,0.420125,0.308,2014-03-03
0.38166666666666665,0.410625,0.3089166666666667,2014-03-04
0.368875,0.40199999999999997,0.309,2014-03-05
0.35941666666666666,0.39387500000000003,0.309,2014-03-06
0.34879166666666667,0.3862916666666667,0.309,2014-03-07
0.33437500000000003,0.37875,0.309,2014-03-08
0.3460833333333333,0.3725416666666667,0.309,2014-03-09
0.3870416666666667,0.3685833333333333,0.309,2014-03-10
0.3775,0.364625,0.309,2014-03-11
0.35624999999999996,0.35925,0.309,2014-03-12
0.33725,0.353625,0.309,2014-03-13
0.3216666666666667,0.3481666666666667,0.30854166666666666,2014-03-14
0.3056666666666667,0.3421666666666667,0.308,2014-03-15
0.29216666666666663,0.3358333333333334,0.30783333333333335,2014-03-16
0.27954166666666663,0.32925,0.30741666666666667,2014-03-17
0.26958333333333334,0.3232916666666667,0.30666666666666664,2014-03-18
0.2605,0.31779166666666664,0.30620833333333336,2014-03-19
0.2519166666666667,0.31279166666666663,0.3055833333333333,2014-03-20
0.24529166666666666,0.30816666666666664,0.305,2014-03-21
0.23983333333333334,0.304125,0.3045,2014-03-22
0.23654166666666665,0.3005833333333333,0.303625,2014-03-23
0.23399999999999999,0.2975,0.303,2014-03-24
0.2325,0.29462499999999997,0.30254166666666665,2014-03-25
0.2314166666666667,0.2920833333333333,0.30183333333333334,2014-03-26
0.2305,0.29,0.30141666666666667,2014-03-27
0.23,0.28804166666666664,0.30054166666666665,2014-03-28
0.23,0.2865,0.2996666666666667,2014-03-29
0.22958333333333333,0.28504166666666664,0.29904166666666665,2014-03-30
0.22966666666666669,0.28362499999999996,0.29854166666666665,2014-03-31
0.22958333333333333,0.2829583333333333,0.298,2014-04-01
0.229,0.282,0.29741666666666666,2014-04-02
0.229,0.28150000000000003,0.2965833333333333,2014-04-03
0.229,0.281,0.296,2014-04-04
0.229,0.2805,0.2955,2014-04-05
0.229,0.28,0.29483333333333334,2014-04-06
0.229,0.28,0.294375,2014-04-07
0.229,0.2795416666666667,0.2936666666666667,2014-04-08
0.229,0.279,0.29316666666666663,2014-04-09
0.229,0.279,0.29262499999999997,2014-04-10
0.229,0.279,0.292,2014-04-11
0.229,0.279,0.2916666666666667,2014-04-12
0.229,0.279,0.29120833333333335,2014-04-13
0.229,0.279,0.291,2014-04-14
0.229,0.279,0.2904583333333333,2014-04-15
0.229,0.279,0.29,2014-04-16
0.229,0.279,0.28954166666666664,2014-04-17
0.229375,0.27808333333333335,0.289,2014-04-18
0.23104166666666667,0.278,0.289,2014-04-19
0.2314166666666667,0.278,0.2885833333333333,2014-04-20
0.23058333333333336,0.278,0.288,2014-04-21
0.231625,0.278,0.288,2014-04-22
0.23345833333333332,0.278,0.288,2014-04-23
0.23108333333333334,0.278,0.2874583333333333,2014-04-24
0.23,0.278,0.287,2014-04-25
0.22945833333333335,0.278,0.287,2014-04-26
0.229,0.278,0.2865,2014-04-27
0.229,0.278,0.286,2014-04-28
0.229,0.278,0.286,2014-04-29
0.229,0.278,0.2857083333333333,2014-04-30
0.229,0.278,0.28541666666666665,2014-05-01
0.229,0.278,0.285,2014-05-02
0.22920833333333335,0.278,0.285,2014-05-03
0.229625,0.278,0.285,2014-05-04
0.229,0.278,0.2845833333333333,2014-05-05
0.229,0.27729166666666666,0.284,2014-05-06
0.229,0.277,0.284,2014-05-07
0.229,0.277,0.284,2014-05-08
0.229,0.277,0.284,2014-05-09
0.229,0.277,0.284,2014-05-10
0.229,0.277,0.284,2014-05-11
0.229,0.277,0.2837083333333333,2014-05-12
0.229,0.277,0.2834583333333333,2014-05-13
0.22929166666666667,0.277,0.283,2014-05-14
0.2297916666666667,0.277,0.283,2014-05-15
0.22966666666666669,0.277,0.283,2014-05-16
0.229375,0.277,0.283,2014-05-17
0.229,0.277,0.283,2014-05-18
0.229,0.277,0.283,2014-05-19
0.229,0.277,0.283,2014-05-20
0.229,0.277,0.283,2014-05-21
0.229,0.277,0.28254166666666664,2014-05-22
0.229,0.277,0.282,2014-05-23
0.229,0.27695833333333336,0.282,2014-05-24
0.229,0.276,0.282,2014-05-25
0.229,0.276,0.282,2014-05-26
0.229,0.276,0.282,2014-05-27
0.229,0.276,0.282,2014-05-28
0.229,0.276,0.282,2014-05-29
0.229,0.276,0.282,2014-05-30
0.229,0.276,0.282,2014-05-31
0.229,0.276,0.282,2014-06-01
0.229,0.276,0.282,2014-06-02
0.229,0.276,0.28150000000000003,2014-06-03
0.229,0.276,0.281,2014-06-04
0.229,0.276,0.281,2014-06-05
0.229,0.276,0.281,2014-06-06
0.229,0.276,0.281,2014-06-07
0.229,0.276,0.281,2014-06-08
0.229,0.276,0.281,2014-06-09
0.229,0.276,0.281,2014-06-10
0.22929166666666667,0.276,0.281,2014-06-11
0.266125,0.276,0.281,2014-06-12
0.25529166666666664,0.276,0.281,2014-06-13
0.24829166666666666,0.276,0.281,2014-06-14
0.24379166666666666,0.275125,0.281,2014-06-15
0.23962499999999998,0.275,0.281,2014-06-16
0.236125,0.275,0.281,2014-06-17
0.23716666666666666,0.275,0.281,2014-06-18
0.24733333333333332,0.275,0.281,2014-06-19
0.29129166666666667,0.275,0.281,2014-06-20
0.275,0.275,0.281,2014-06-21
0.26125000000000004,0.275,0.281,2014-06-22
0.2500833333333333,0.275,0.281,2014-06-23
0.24283333333333332,0.275,0.281,2014-06-24
0.237125,0.275,0.281,2014-06-25
0.23379166666666665,0.275,0.281,2014-06-26
0.23187500000000003,0.275,0.281,2014-06-27
0.231375,0.275,0.281,2014-06-28
0.230625,0.275,0.281,2014-06-29
0.23,0.275,0.281,2014-06-30
0.22970833333333332,0.275,0.281,2014-07-01
0.229,0.275,0.281,2014-07-02
0.22929166666666667,0.275,0.281,2014-07-03
0.22916666666666666,0.275,0.281,2014-07-04
0.22933333333333336,0.275,0.281,2014-07-05
0.23045833333333335,0.275,0.281,2014-07-06
0.2317916666666667,0.275,0.281,2014-07-07
0.23133333333333336,0.275,0.281,2014-07-08
0.23170833333333332,0.275,0.281,2014-07-09
0.235375,0.275,0.281,2014-07-10
0.244,0.275,0.281,2014-07-11
0.27033333333333337,0.275,0.281,2014-07-12
0.34945833333333337,0.27545833333333336,0.281,2014-07-13
0.4580416666666667,0.3547916666666666,0.281,2014-07-14
0.483875,0.44045833333333334,0.28158333333333335,2014-07-15
0.4745,0.4935416666666667,0.319,2014-07-16
0.4739166666666667,0.47425,0.3515,2014-07-17
0.49095833333333333,0.484375,0.35624999999999996,2014-07-18
0.4839166666666667,0.4832916666666667,0.37920833333333337,2014-07-19
0.45416666666666666,0.48324999999999996,0.395,2014-07-20
0.48941666666666667,0.47524999999999995,0.4028333333333334,2014-07-21
0.48066666666666663,0.4969166666666667,0.42208333333333337,2014-07-22
0.457125,0.48445833333333327,0.462875,2014-07-23
0.49504166666666666,0.4845833333333333,0.46541666666666665,2014-07-24
0.49466666666666664,0.4955416666666667,0.46808333333333335,2014-07-25
0.48820833333333336,0.489625,0.46974999999999995,2014-07-26
0.49533333333333335,0.4876666666666667,0.47004166666666664,2014-07-27
0.48512500000000003,0.49300000000000005,0.484375,2014-07-28
0.48,0.493625,0.49625,2014-07-29
0.4755,0.4916666666666667,0.49595833333333333,2014-07-30
0.4734583333333333,0.4965,0.49829166666666663,2014-07-31
0.4679583333333333,0.486,0.5090833333333333,2014-08-01
0.4815,0.47962499999999997,0.5072083333333334,2014-08-02
0.46820833333333334,0.47091666666666665,0.5012083333333334,2014-08-03
0.4789583333333334,0.478,0.4999166666666666,2014-08-04
0.48704166666666665,0.485875,0.5057083333333333,2014-08-05
0.48383333333333334,0.49345833333333333,0.5155,2014-08-06
0.48133333333333334,0.47220833333333334,0.5091666666666667,2014-08-07
0.4899166666666666,0.47374999999999995,0.5036666666666667,2014-08-08
0.47741666666666666,0.47475,0.49983333333333335,2014-08-09
0.4857916666666667,0.4797916666666666,0.49675,2014-08-10
0.486125,0.49629166666666663,0.50625,2014-08-11
0.4896666666666667,0.47150000000000003,0.5115833333333334,2014-08-12
0.4307083333333333,0.46,0.5112916666666667,2014-08-13
0.42449999999999993,0.44650000000000006,0.5037916666666666,2014-08-14
0.4224583333333333,0.44129166666666664,0.498375,2014-08-15
0.42175,0.43754166666666666,0.49404166666666666,2014-08-16
0.417875,0.434,0.490375,2014-08-17
0.4097916666666666,0.42966666666666664,0.48666666666666664,2014-08-18
0.40454166666666663,0.4251666666666667,0.48341666666666666,2014-08-19
0.39291666666666664,0.420125,0.48008333333333336,2014-08-20
0.3785416666666667,0.41425,0.4766666666666666,2014-08-21
0.37516666666666665,0.4090833333333333,0.4735,2014-08-22
0.43212500000000004,0.407875,0.470875,2014-08-23
0.44604166666666667,0.40991666666666665,0.46812499999999996,2014-08-24
0.44425000000000003,0.41375,0.4660416666666667,2014-08-25
0.426375,0.4124583333333333,0.4637083333333334,2014-08-26
0.4202083333333333,0.40983333333333327,0.4611666666666667,2014-08-27
0.41554166666666664,0.40700000000000003,0.45895833333333336,2014-08-28
0.4164583333333333,0.40495833333333336,0.4567083333333333,2014-08-29
0.45416666666666666,0.40700000000000003,0.45508333333333334,2014-08-30
0.47,0.441875,0.45375000000000004,2014-08-31
0.4759583333333333,0.48662500000000003,0.45566666666666666,2014-09-01
0.47070833333333334,0.49466666666666664,0.47583333333333333,2014-09-02
0.4905,0.5000833333333333,0.4945,2014-09-03
0.41320833333333334,0.4729583333333333,0.5060833333333333,2014-09-04
0.428375,0.45775000000000005,0.5011666666666666,2014-09-05
0.4349166666666667,0.451125,0.49724999999999997,2014-09-06
0.4719583333333333,0.45787500000000003,0.49404166666666666,2014-09-07
0.5000833333333333,0.49533333333333335,0.49300000000000005,2014-09-08
0.4766666666666666,0.49733333333333335,0.4984166666666667,2014-09-09
0.46016666666666667,0.47712499999999997,0.5053333333333333,2014-09-10
0.46425000000000005,0.46941666666666665,0.502,2014-09-11
0.4703333333333333,0.46470833333333333,0.49899999999999994,2014-09-12
0.47350000000000003,0.4661666666666667,0.49616666666666664,2014-09-13
0.4567916666666667,0.460875,0.4935,2014-09-14
0.44258333333333333,0.45375000000000004,0.4907916666666667,2014-09-15
0.4345833333333333,0.4472083333333334,0.48804166666666665,2014-09-16
0.4237916666666666,0.4410833333333333,0.4851666666666667,2014-09-17
0.41191666666666665,0.4349166666666667,0.482375,2014-09-18
0.3993333333333333,0.4282083333333333,0.47937499999999994,2014-09-19
0.3867083333333334,0.422,0.47625,2014-09-20
0.3755833333333333,0.416,0.47300000000000003,2014-09-21
0.363375,0.409875,0.46962499999999996,2014-09-22
0.3509166666666667,0.4036666666666667,0.4664166666666667,2014-09-23
0.3384583333333333,0.39716666666666667,0.462625,2014-09-24
0.327625,0.39125000000000004,0.4592083333333334,2014-09-25
0.320375,0.38633333333333336,0.45583333333333337,2014-09-26
0.31445833333333334,0.38166666666666665,0.45258333333333334,2014-09-27
0.308,0.37704166666666666,0.44945833333333335,2014-09-28
0.3004583333333333,0.3725,0.445875,2014-09-29
0.29341666666666666,0.36766666666666664,0.44258333333333333,2014-09-30
0.2865833333333333,0.36270833333333335,0.43920833333333337,2014-10-01
0.2794583333333333,0.35804166666666665,0.435625,2014-10-02
0.2727916666666667,0.35354166666666664,0.43241666666666667,2014-10-03
0.26637500000000003,0.34908333333333336,0.4287083333333333,2014-10-04
0.2612083333333333,0.3449583333333333,0.425625,2014-10-05
0.25608333333333333,0.3409166666666667,0.42250000000000004,2014-10-06
0.25275,0.337,0.4194583333333333,2014-10-07
0.2525,0.333625,0.41654166666666664,2014-10-08
0.25129166666666664,0.33066666666666666,0.41391666666666665,2014-10-09
0.24808333333333332,0.327875,0.4110416666666667,2014-10-10
0.24425,0.3250416666666667,0.4084999999999999,2014-10-11
0.24070833333333333,0.321625,0.40549999999999997,2014-10-12
0.24220833333333333,0.319,0.40287500000000004,2014-10-13
0.249125,0.31716666666666665,0.40091666666666664,2014-10-14
0.24554166666666666,0.3153333333333333,0.398625,2014-10-15
0.242125,0.313125,0.396125,2014-10-16
0.24504166666666669,0.311125,0.3940416666666667,2014-10-17
0.2579166666666667,0.30979166666666663,0.39208333333333334,2014-10-18
0.25645833333333334,0.3082916666666667,0.390125,2014-10-19
0.2535833333333333,0.30695833333333333,0.388125,2014-10-20
0.24775,0.305,0.38604166666666667,2014-10-21
0.243,0.30304166666666665,0.38362500000000005,2014-10-22
0.23941666666666664,0.30145833333333333,0.38129166666666664,2014-10-23
0.23691666666666666,0.3000833333333333,0.37954166666666667,2014-10-24
0.23691666666666666,0.2992916666666667,0.37845833333333334,2014-10-25
0.23804166666666668,0.2984583333333333,0.37695833333333334,2014-10-26
0.23679166666666665,0.297125,0.3750833333333334,2014-10-27
0.234625,0.29575,0.3730833333333334,2014-10-28
0.23345833333333335,0.29454166666666665,0.37120833333333336,2014-10-29
0.23245833333333335,0.29354166666666665,0.36954166666666666,2014-10-30
0.23154166666666667,0.29254166666666664,0.36795833333333333,2014-10-31
0.231,0.29154166666666664,0.3660833333333333,2014-11-01
0.231,0.2905833333333333,0.3645,2014-11-02
0.23045833333333335,0.2896666666666667,0.363,2014-11-03
0.23,0.28929166666666667,0.361125,2014-11-04
0.23,0.2884583333333333,0.35954166666666665,2014-11-05
0.23,0.2875833333333333,0.3580833333333333,2014-11-06
0.23,0.287,0.3565,2014-11-07
0.23,0.2864583333333333,0.35504166666666664,2014-11-08
0.23,0.286,0.35354166666666664,2014-11-09
0.23,0.2854583333333333,0.3525,2014-11-10
0.24016666666666667,0.285,0.35141666666666665,2014-11-11
0.2627083333333334,0.285,0.3504583333333333,2014-11-12
0.273,0.28454166666666664,0.3495,2014-11-13
0.26595833333333335,0.284,0.3484583333333333,2014-11-14
0.26195833333333335,0.284,0.3475,2014-11-15
0.2645416666666667,0.284,0.34662499999999996,2014-11-16
0.260625,0.284,0.34583333333333327,2014-11-17
0.25416666666666665,0.2834583333333333,0.34462499999999996,2014-11-18
0.248375,0.283,0.34358333333333335,2014-11-19
0.24433333333333332,0.283,0.3425833333333334,2014-11-20
0.24104166666666668,0.28262499999999996,0.34158333333333335,2014-11-21
0.23858333333333334,0.28212499999999996,0.340625,2014-11-22
0.23620833333333333,0.282,0.339625,2014-11-23
0.23454166666666665,0.282,0.33887500000000004,2014-11-24
0.23345833333333335,0.282,0.33841666666666664,2014-11-25
0.23245833333333335,0.28154166666666663,0.3374166666666667,2014-11-26
0.23158333333333334,0.281,0.33645833333333336,2014-11-27
0.231,0.281,0.33549999999999996,2014-11-28
0.231,0.281,0.3345416666666667,2014-11-29
0.2304166666666667,0.281,0.33358333333333334,2014-11-30
0.23,0.281,0.33270833333333333,2014-12-01
0.23,0.281,0.3324166666666667,2014-12-02
0.23,0.2804166666666667,0.3315,2014-12-03
0.23,0.28,0.33058333333333334,2014-12-04
0.23,0.28,0.33,2014-12-05
0.23,0.28,0.32945833333333335,2014-12-06
0.23,0.28,0.32858333333333334,2014-12-07
0.23,0.28,0.328,2014-12-08
0.23,0.28,0.3275,2014-12-09
0.23,0.28,0.326875,2014-12-10
0.23,0.28,0.32645833333333335,2014-12-11
0.2825416666666667,0.28037500000000004,0.326,2014-12-12
0.439875,0.32458333333333333,0.326,2014-12-13
0.4594583333333333,0.36999999999999994,0.326,2014-12-14
0.41891666666666666,0.3749166666666666,0.326,2014-12-15
0.3982916666666667,0.37320833333333336,0.326,2014-12-16
0.38237499999999996,0.3705833333333333,0.326,2014-12-17
0.36929166666666663,0.3675,0.326,2014-12-18
0.3575,0.36424999999999996,0.326,2014-12-19
0.34637500000000004,0.360625,0.326,2014-12-20
0.33637500000000004,0.35745833333333327,0.326,2014-12-21
0.326875,0.353625,0.326,2014-12-22
0.31795833333333334,0.3501666666666667,0.326,2014-12-23
0.3093333333333333,0.3465833333333333,0.32583333333333336,2014-12-24
0.3017916666666666,0.34270833333333334,0.3255,2014-12-25
0.294875,0.33958333333333335,0.325,2014-12-26
0.2884583333333333,0.3361666666666667,0.325,2014-12-27
0.28275,0.33266666666666667,0.325,2014-12-28
0.2777916666666667,0.3296666666666667,0.32458333333333333,2014-12-29
0.27325000000000005,0.32695833333333335,0.3242083333333334,2014-12-30
0.2924166666666667,0.325,0.324,2014-12-31
0.4083333333333334,0.32995833333333335,0.324375,2015-01-01
0.451125,0.357375,0.325,2015-01-02
0.43191666666666667,0.3654583333333333,0.325,2015-01-03
0.41279166666666667,0.3675,0.325,2015-01-04
0.3953333333333333,0.36637499999999995,0.325,2015-01-05
0.38025,0.36375,0.325,2015-01-06
0.36624999999999996,0.360625,0.325,2015-01-07
0.3535,0.357625,0.325,2015-01-08
0.3422083333333333,0.3541666666666667,0.325,2015-01-09
0.33245833333333336,0.3506666666666667,0.325,2015-01-10
0.32304166666666667,0.3475833333333333,0.32479166666666665,2015-01-11
0.31445833333333334,0.3439583333333333,0.3245416666666667,2015-01-12
0.30679166666666663,0.340625,0.324,2015-01-13
0.2997916666666666,0.337625,0.324,2015-01-14
0.2933333333333333,0.3342083333333334,0.324,2015-01-15
0.2885833333333333,0.331125,0.3236666666666667,2015-01-16
0.2847083333333333,0.32866666666666666,0.3235,2015-01-17
0.27970833333333334,0.3260416666666667,0.323,2015-01-18
0.275,0.323125,0.323,2015-01-19
0.27037500000000003,0.32066666666666666,0.32258333333333333,2015-01-20
0.26725000000000004,0.31816666666666665,0.3222083333333334,2015-01-21
0.27387500000000004,0.3165833333333333,0.322,2015-01-22
0.296,0.3155,0.322,2015-01-23
0.2975,0.31445833333333334,0.322,2015-01-24
0.36991666666666667,0.31425,0.322,2015-01-25
0.44858333333333333,0.32445833333333335,0.322,2015-01-26
0.46125,0.3432916666666667,0.322875,2015-01-27
0.44170833333333337,0.3609166666666666,0.323,2015-01-28
0.418625,0.3645833333333333,0.323,2015-01-29
0.39608333333333334,0.36341666666666667,0.323,2015-01-30
0.3780833333333333,0.360625,0.323,2015-01-31
0.3617916666666667,0.35704166666666665,0.32258333333333333,2015-02-01
0.34545833333333337,0.35270833333333335,0.32216666666666666,2015-02-02
0.332625,0.3482083333333333,0.322,2015-02-03
0.3264166666666667,0.34462499999999996,0.322,2015-02-04
0.316,0.341,0.32158333333333333,2015-02-05
0.305125,0.3370416666666667,0.321,2015-02-06
0.295875,0.33316666666666667,0.321,2015-02-07
0.29683333333333334,0.33,0.320625,2015-02-08
0.29304166666666664,0.32708333333333334,0.3204166666666667,2015-02-09
0.2870833333333333,0.3245,0.32,2015-02-10
0.2917083333333333,0.32179166666666664,0.32,2015-02-11
0.3089166666666667,0.319125,0.31958333333333333,2015-02-12
0.2975833333333333,0.3165833333333333,0.319,2015-02-13
0.2877083333333333,0.31354166666666666,0.31858333333333333,2015-02-14
0.2780416666666667,0.3104166666666667,0.318,2015-02-15
0.27020833333333333,0.30720833333333336,0.3175,2015-02-16
0.26295833333333335,0.30445833333333333,0.316625,2015-02-17
0.25629166666666664,0.301625,0.316,2015-02-18
0.25025000000000003,0.2990833333333333,0.3155,2015-02-19
0.245125,0.297,0.3145833333333333,2015-02-20
0.24116666666666667,0.295,0.314,2015-02-21
0.23779166666666665,0.293,0.31345833333333334,2015-02-22
