time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,dewpoint_2m_max,dewpoint_2m_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,et0_fao_evapotranspiration,shortwave_radiation_sum,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,humidity_approx,soil_saturation
2010-01-01,21.7,8.6,14.7,8.8,4.6,9.8,24.1,86,3.22,17.28,0.2985833333333333,0.34158333333333335,0.3915416666666667,35.5,0.32008333333333333
2010-01-02,22.7,9.5,15.5,9.5,5.2,11.1,23.0,87,3.21,16.63,0.29216666666666663,0.3390416666666667,0.39045833333333335,34.0,0.3156041666666667
2010-01-03,25.0,11.4,17.9,13.1,6.5,11.5,16.6,76,3.2,15.84,0.28633333333333333,0.33645833333333336,0.389125,40.5,0.3113958333333333
2010-01-04,22.7,12.7,17.4,12.4,9.4,12.9,29.5,8,3.21,16.47,0.28070833333333334,0.33404166666666674,0.38762500000000005,48.50000000000001,0.30737500000000006
2010-01-05,21.5,9.4,15.1,10.3,6.2,10.5,25.2,357,3.16,17.42,0.27625000000000005,0.331625,0.38658333333333333,44.0,0.3039375
2010-01-06,21.5,7.6,14.4,8.3,6.2,9.2,20.9,43,3.13,17.56,0.27225000000000005,0.329125,0.38554166666666667,34.0,0.3006875
2010-01-07,21.9,8.5,14.8,7.8,5.8,11.3,26.3,72,3.2,17.67,0.26829166666666665,0.32708333333333334,0.3845,29.500000000000014,0.2976875
2010-01-08,22.3,7.8,15.0,9.1,6.5,8.7,16.9,51,3.15,17.51,0.264875,0.3250416666666667,0.3835,34.0,0.2949583333333333
2010-01-09,23.3,9.0,16.1,10.1,7.8,9.1,18.0,64,3.11,17.23,0.261625,0.32304166666666667,0.38237499999999996,34.0,0.29233333333333333
2010-01-10,24.6,10.4,17.2,11.3,9.2,8.9,20.5,76,3.19,17.09,0.2582083333333333,0.32104166666666667,0.380625,33.5,0.289625
2010-01-11,25.4,12.1,18.6,13.2,10.3,9.0,22.0,80,3.15,15.96,0.255,0.31904166666666667,0.37958333333333333,39.0,0.28702083333333334
2010-01-12,25.8,15.4,19.8,17.5,12.4,14.1,32.8,137,2.71,13.04,0.26825000000000004,0.31754166666666667,0.378625,58.5,0.29289583333333336
2010-01-13,24.1,14.9,19.3,17.2,9.5,13.6,28.4,297,3.46,17.07,0.27345833333333336,0.31604166666666667,0.3775833333333333,65.49999999999999,0.29475
2010-01-14,20.5,11.5,15.7,12.3,9.1,12.0,27.7,33,2.97,17.38,0.26895833333333335,0.3145,0.3765833333333333,59.0,0.2917291666666667
2010-01-15,21.2,9.0,15.0,10.0,8.1,8.8,20.5,47,3.07,17.89,0.2651666666666667,0.313,0.3755833333333333,44.0,0.28908333333333336
2010-01-16,21.7,9.0,15.1,10.0,7.9,9.4,21.2,50,3.05,17.39,0.261375,0.31154166666666666,0.3745416666666667,41.5,0.28645833333333337
2010-01-17,22.6,8.7,15.4,10.0,7.5,9.7,22.7,58,3.11,16.87,0.258,0.310125,0.37354166666666666,36.99999999999999,0.2840625
2010-01-18,23.4,8.2,15.5,10.2,5.6,10.1,19.8,56,3.41,18.4,0.25475,0.3085833333333333,0.3725416666666667,34.0,0.2816666666666666
2010-01-19,23.9,8.4,15.8,9.1,4.2,10.2,20.9,56,3.56,18.58,0.251625,0.30716666666666664,0.3715,26.0,0.2793958333333333
2010-01-20,24.7,9.0,16.5,9.6,4.6,10.2,19.8,69,3.66,18.59,0.24866666666666667,0.3055833333333333,0.370125,24.5,0.277125
2010-01-21,24.6,9.1,16.6,9.1,3.1,10.7,18.4,56,3.77,18.64,0.24566666666666667,0.30416666666666664,0.3685833333333333,22.499999999999986,0.27491666666666664
2010-01-22,25.1,9.4,17.0,9.4,2.8,10.4,19.4,84,3.69,18.71,0.243125,0.3025833333333333,0.36754166666666666,21.5,0.2728541666666667
2010-01-23,25.9,10.1,17.8,9.1,3.2,10.0,17.3,86,3.91,18.77,0.24104166666666668,0.30120833333333336,0.3665,16.000000000000014,0.271125
2010-01-24,26.2,11.2,18.5,8.4,3.2,10.4,20.9,134,3.87,18.67,0.23891666666666667,0.29991666666666666,0.36504166666666665,11.000000000000014,0.26941666666666664
2010-01-25,26.6,11.1,18.7,9.6,5.2,10.5,20.9,107,3.92,18.32,0.2370833333333333,0.29854166666666665,0.36354166666666665,15.0,0.2678125
2010-01-26,26.0,12.0,19.1,10.6,6.5,9.7,24.1,84,3.91,18.49,0.23558333333333334,0.2975,0.3625,23.0,0.2665416666666667
2010-01-27,25.8,13.2,19.4,9.0,5.8,12.1,29.2,104,4.17,18.78,0.23454166666666665,0.2960833333333333,0.36104166666666665,16.0,0.26531249999999995
2010-01-28,26.0,13.5,19.6,8.4,5.0,12.0,29.5,110,4.23,18.82,0.23354166666666668,0.29462499999999997,0.35954166666666665,12.0,0.26408333333333334
2010-01-29,26.6,13.5,19.8,9.1,5.3,9.8,23.8,119,4.3,18.73,0.232625,0.2935833333333333,0.3585,12.5,0.26310416666666664
2010-01-30,26.9,14.5,20.8,12.5,5.8,9.3,19.4,27,3.92,18.36,0.232,0.2925833333333333,0.35704166666666665,28.0,0.26229166666666665
2010-01-31,26.9,13.3,20.4,11.9,5.3,10.0,22.7,169,4.2,18.74,0.231625,0.2915833333333333,0.3555833333333333,25.000000000000014,0.26160416666666664
2010-02-01,26.5,13.9,20.5,11.7,6.8,9.9,24.8,237,3.71,15.68,0.231,0.2907083333333333,0.3545416666666667,26.0,0.26085416666666666
2010-02-02,25.5,14.5,19.7,11.7,9.4,10.3,22.7,54,3.26,14.16,0.23154166666666667,0.290375,0.35354166666666664,31.0,0.26095833333333335
2010-02-03,26.2,15.0,20.5,11.0,6.7,11.9,30.6,59,3.97,17.01,0.232,0.28954166666666664,0.3525416666666667,24.0,0.26077083333333334
2010-02-04,25.6,14.7,19.8,10.4,6.0,11.7,26.3,82,3.87,17.41,0.23145833333333335,0.289,0.3515,24.0,0.2602291666666667
2010-02-05,26.4,12.9,19.6,11.6,6.3,10.2,24.5,77,4.04,19.31,0.231,0.28841666666666665,0.3505,26.0,0.2597083333333333
2010-02-06,28.0,13.1,20.4,9.5,3.4,10.7,20.9,100,4.61,19.78,0.231,0.28754166666666664,0.34904166666666664,7.5,0.25927083333333334
2010-02-07,29.0,13.7,21.3,13.4,5.7,10.8,23.8,138,4.5,19.85,0.2305,0.2866666666666666,0.34754166666666664,22.0,0.25858333333333333
2010-02-08,29.5,14.9,22.6,13.0,9.5,12.8,29.5,195,4.64,18.22,0.23,0.286,0.3465,17.5,0.258
2010-02-09,28.2,19.4,23.0,14.0,10.3,17.6,39.2,228,4.38,16.84,0.2324166666666667,0.28562499999999996,0.34545833333333326,29.0,0.2590208333333333
2010-02-10,26.6,15.4,21.1,12.9,7.5,11.8,20.2,337,4.14,18.68,0.23408333333333334,0.285,0.3444583333333333,31.5,0.25954166666666667
2010-02-11,23.6,16.4,19.8,17.3,11.9,13.0,32.0,52,2.67,13.37,0.25066666666666665,0.285,0.34354166666666663,68.5,0.2678333333333333
2010-02-12,26.8,16.5,21.1,17.7,16.1,12.3,29.2,42,3.52,17.82,0.2731666666666667,0.285,0.343,54.49999999999999,0.27908333333333335
2010-02-13,26.3,16.5,21.0,17.0,14.5,11.6,23.4,42,3.75,18.5,0.273,0.28454166666666664,0.34245833333333336,53.5,0.2787708333333333
2010-02-14,27.3,15.3,21.0,15.0,12.5,12.6,27.0,61,4.03,19.77,0.26737500000000003,0.284,0.3415000000000001,38.5,0.2756875
2010-02-15,28.6,16.4,21.9,14.3,9.8,16.5,36.4,164,4.54,18.53,0.26054166666666667,0.284,0.34045833333333336,28.5,0.27227083333333335
2010-02-16,28.7,15.8,22.0,12.1,8.3,11.2,24.1,270,4.85,20.73,0.2542083333333333,0.2835,0.33916666666666667,17.0,0.2688541666666666
2010-02-17,27.1,15.7,21.0,15.1,4.9,10.5,27.7,20,4.59,21.05,0.24879166666666666,0.283,0.3379166666666667,39.99999999999999,0.26589583333333333
2010-02-18,26.4,13.3,19.3,7.7,2.8,10.5,24.5,3,4.8,21.72,0.244125,0.283,0.336625,6.5,0.2635625
2010-02-19,27.5,11.3,19.3,7.0,1.5,11.0,23.0,38,4.86,21.68,0.24058333333333334,0.2825,0.33558333333333334,0.0,0.2615416666666667
2010-02-20,29.6,11.9,20.7,8.9,2.7,10.7,20.5,55,4.93,21.97,0.23754166666666665,0.282,0.3345416666666667,0.0,0.2597708333333333
2010-02-21,30.5,13.2,22.0,10.4,3.1,9.8,19.8,73,4.93,21.79,0.23504166666666668,0.282,0.3335000000000001,0.0,0.2585208333333333
2010-02-22,29.2,18.2,23.1,11.6,6.6,13.6,29.5,166,4.33,12.78,0.23345833333333335,0.28154166666666663,0.3324166666666667,12.0,0.2575
2010-02-23,31.1,19.3,24.4,12.3,4.5,18.8,41.0,259,5.84,20.18,0.2325,0.281,0.3315,6.0,0.25675000000000003
2010-02-24,28.7,16.1,22.2,9.5,5.1,10.7,22.0,297,4.99,22.13,0.2315,0.281,0.33045833333333335,4.0,0.25625000000000003
2010-02-25,29.5,17.8,23.4,14.5,6.7,11.0,15.8,19,4.6,22.08,0.23070833333333332,0.281,0.329125,25.0,0.25585416666666666
2010-02-26,30.3,15.7,23.0,11.4,7.1,10.5,23.0,67,5.2,22.13,0.23,0.2806666666666667,0.327625,5.5,0.25533333333333336
2010-02-27,32.0,16.0,24.5,12.0,6.1,9.7,20.9,93,5.26,22.38,0.23,0.28,0.32658333333333334,0.0,0.255
2010-02-28,33.3,17.3,25.0,10.1,4.2,11.0,24.1,261,5.77,22.63,0.23,0.28,0.3255416666666667,0.0,0.255
2010-03-01,33.8,17.3,25.4,8.8,1.8,14.5,31.3,274,6.18,23.03,0.23,0.28,0.32416666666666666,0.0,0.255
2010-03-02,33.6,19.0,25.9,7.0,2.7,14.5,32.0,282,6.59,22.78,0.2295,0.28,0.323,0.0,0.25475000000000003
2010-03-03,33.4,20.9,26.7,9.1,5.3,20.9,41.0,273,6.89,21.13,0.229,0.28,0.32158333333333333,0.0,0.2545
2010-03-04,32.9,20.4,26.4,11.2,7.5,13.4,28.1,261,6.16,21.85,0.229,0.2797083333333334,0.32058333333333333,0.0,0.2543541666666667
2010-03-05,31.8,20.2,26.0,12.9,8.2,13.2,29.9,319,6.01,22.78,0.229,0.279,0.31958333333333333,5.5,0.254
2010-03-06,32.4,20.6,26.2,12.1,10.5,15.1,33.8,264,5.93,22.45,0.229,0.279,0.31858333333333333,0.0,0.254
2010-03-07,31.1,20.7,25.6,14.3,9.2,15.5,34.6,311,6.03,22.63,0.229,0.279,0.31758333333333333,16.0,0.254
2010-03-08,30.9,20.5,25.5,13.2,10.0,12.9,31.0,24,5.89,22.85,0.229,0.279,0.316625,11.5,0.254
2010-03-09,31.6,19.6,25.4,10.2,6.0,14.4,34.2,52,6.33,23.6,0.229,0.279,0.3156666666666667,0.0,0.254
2010-03-10,32.6,19.1,25.8,8.4,6.0,11.9,29.9,62,6.44,23.22,0.229,0.279,0.31475000000000003,0.0,0.254
2010-03-11,33.5,19.9,26.3,16.6,8.4,9.4,32.0,66,5.38,21.89,0.22987500000000002,0.279,0.3142916666666667,15.5,0.25443750000000004
2010-03-12,34.1,19.6,27.2,15.2,9.3,14.8,32.0,211,5.87,20.9,0.23216666666666666,0.279,0.31345833333333334,5.499999999999986,0.25558333333333333
2010-03-13,34.4,19.7,27.4,14.9,5.4,11.6,26.6,299,6.16,24.01,0.231375,0.279,0.3125,2.5,0.2551875
2010-03-14,35.4,18.3,27.3,10.8,1.9,14.8,32.4,270,6.62,24.36,0.23033333333333336,0.279,0.3115,0.0,0.2546666666666667
2010-03-15,35.7,21.6,28.2,8.1,2.7,13.1,26.6,270,7.09,24.48,0.23,0.279,0.3105,0.0,0.2545
2010-03-16,36.6,20.7,28.9,11.8,3.2,9.8,23.0,283,6.04,24.39,0.22954166666666667,0.279,0.3095,0.0,0.25427083333333333
2010-03-17,36.9,20.9,29.0,8.5,3.9,10.3,26.6,105,6.24,23.87,0.229,0.279,0.3085,0.0,0.254
2010-03-18,36.8,22.0,29.2,8.9,4.7,12.1,26.6,68,6.86,23.23,0.229,0.279,0.30754166666666666,0.0,0.254
2010-03-19,36.5,21.7,29.1,11.7,4.6,13.3,29.9,47,7.22,24.74,0.229,0.279,0.30654166666666666,0.0,0.254
2010-03-20,37.2,20.1,29.3,14.3,4.0,11.2,25.9,51,6.9,25.01,0.229,0.27858333333333335,0.3055833333333333,0.0,0.2537916666666667
2010-03-21,38.5,21.2,30.2,11.3,2.6,10.3,26.3,307,6.71,25.23,0.229,0.278,0.3045833333333333,0.0,0.2535
2010-03-22,38.6,23.8,30.8,7.5,3.3,16.9,37.1,292,8.49,25.28,0.229,0.278,0.303625,0.0,0.2535
2010-03-23,38.6,24.0,31.2,5.9,3.1,16.2,34.9,277,8.23,25.27,0.229,0.278,0.30266666666666664,0.0,0.2535
2010-03-24,38.1,23.5,30.6,7.9,2.9,13.0,28.8,275,7.72,25.3,0.229,0.278,0.302,0.0,0.2535
2010-03-25,37.7,24.1,30.5,8.3,5.4,15.9,33.5,267,7.88,24.98,0.229,0.278,0.30145833333333333,0.0,0.2535
2010-03-26,37.2,23.8,30.3,12.4,6.7,17.7,40.0,272,7.58,24.17,0.229,0.278,0.30054166666666665,0.0,0.2535
2010-03-27,37.8,24.1,30.8,9.9,4.4,14.2,32.8,292,8.16,25.44,0.229,0.278,0.2996666666666667,0.0,0.2535
2010-03-28,38.4,25.1,31.4,8.8,4.6,17.2,35.3,291,8.47,25.46,0.229,0.278,0.29904166666666665,0.0,0.2535
2010-03-29,38.3,24.5,31.5,7.1,2.6,20.3,41.4,280,9.2,25.26,0.229,0.278,0.2985,0.0,0.2535
2010-03-30,37.2,24.3,30.6,6.8,-1.6,23.4,47.2,274,9.6,26.32,0.229,0.278,0.2976666666666667,0.0,0.2535
2010-03-31,37.2,23.7,30.1,12.7,3.9,20.5,43.9,270,9.35,25.91,0.229,0.278,0.2970833333333333,0.0,0.2535
2010-04-01,35.6,22.9,29.5,14.7,8.5,17.7,33.8,277,7.73,25.8,0.229,0.278,0.29662499999999997,0.0,0.2535
2010-04-02,35.9,24.0,30.0,15.9,8.1,13.5,31.0,258,7.32,23.72,0.229,0.278,0.296,0.0,0.2535
2010-04-03,37.1,24.1,30.2,12.3,0.1,12.0,27.0,269,7.99,26.06,0.229,0.278,0.29562499999999997,0.0,0.2535
2010-04-04,36.0,20.9,28.8,8.9,0.2,11.3,25.2,265,7.68,27.07,0.229,0.278,0.295,0.0,0.2535
2010-04-05,37.8,23.6,30.6,9.3,3.5,12.5,31.0,300,7.46,26.56,0.229,0.278,0.2945833333333333,0.0,0.2535
2010-04-06,38.9,23.3,31.0,9.4,1.5,11.3,22.7,346,7.73,26.77,0.229,0.278,0.294,0.0,0.2535
2010-04-07,38.9,22.8,31.3,8.3,2.7,13.2,31.0,48,7.64,26.75,0.229,0.278,0.2935,0.0,0.2535
2010-04-08,39.0,24.0,31.8,8.8,3.0,13.2,32.8,84,7.11,22.25,0.229,0.278,0.293,0.0,0.2535
2010-04-09,38.8,24.5,32.1,12.1,5.6,15.5,32.4,283,7.06,20.59,0.229,0.278,0.29254166666666664,0.0,0.2535
2010-04-10,39.0,27.3,32.7,7.9,4.6,17.5,43.9,293,9.54,25.31,0.229,0.278,0.292,0.0,0.2535
2010-04-11,39.0,24.6,31.8,8.8,3.3,16.1,34.6,278,8.98,27.05,0.229,0.27708333333333335,0.29175,0.0,0.25304166666666666
2010-04-12,39.4,24.5,32.2,10.6,4.2,18.0,35.6,286,9.44,26.82,0.229,0.277,0.29141666666666666,0.0,0.253
2010-04-13,40.1,26.0,33.0,9.0,3.7,17.5,33.8,293,8.82,26.97,0.229,0.277,0.291,0.0,0.253
2010-04-14,40.2,24.2,32.5,9.1,0.8,10.5,32.0,2,7.87,27.22,0.229,0.277,0.2905,0.0,0.253
2010-04-15,41.4,25.4,34.3,11.5,0.8,10.5,24.5,31,7.84,27.37,0.229,0.277,0.29,0.0,0.253
2010-04-16,42.2,24.8,34.0,15.6,0.5,10.4,25.6,306,7.45,27.39,0.229,0.277,0.28954166666666664,0.0,0.253
2010-04-17,42.0,27.3,34.4,9.2,5.0,15.5,41.8,293,9.36,27.01,0.229,0.277,0.289,0.0,0.253
2010-04-18,41.9,28.2,35.0,9.9,3.5,19.5,41.4,276,10.5,27.13,0.229,0.277,0.2886666666666666,0.0,0.253
2010-04-19,40.5,27.8,34.0,13.7,5.8,26.3,51.8,272,11.08,27.14,0.229,0.277,0.28841666666666665,0.0,0.253
2010-04-20,39.5,27.0,33.2,15.3,3.7,25.7,52.9,271,10.71,27.46,0.229,0.277,0.288,0.0,0.253
2010-04-21,39.8,27.5,33.6,15.3,3.8,21.0,45.7,283,10.47,26.62,0.229,0.277,0.288,0.0,0.253
2010-04-22,39.4,27.3,33.5,13.6,4.7,20.9,42.8,295,9.86,27.22,0.229,0.277,0.2875833333333333,0.0,0.253
2010-04-23,39.7,26.9,33.3,7.5,1.9,18.8,38.9,308,9.77,27.71,0.229,0.277,0.287,0.0,0.253
2010-04-24,39.6,22.9,32.1,5.9,-2.4,10.2,24.8,268,7.87,28.2,0.229,0.277,0.287,0.0,0.253
2010-04-25,39.9,26.1,33.1,6.8,1.0,16.5,34.9,275,9.41,27.92,0.229,0.277,0.287,0.0,0.253
2010-04-26,40.1,26.8,33.6,10.4,5.0,12.9,31.7,300,7.82,26.11,0.229,0.277,0.2865,0.0,0.253
2010-04-27,41.0,27.9,34.4,8.1,5.2,16.8,36.7,282,9.02,26.54,0.229,0.277,0.286,0.0,0.253
2010-04-28,41.5,29.3,35.1,9.8,4.4,16.3,33.5,270,9.57,26.21,0.229,0.277,0.286,0.0,0.253
2010-04-29,41.0,26.9,34.5,10.4,4.0,14.2,32.4,231,8.66,26.79,0.22866666666666668,0.277,0.286,0.0,0.25283333333333335
2010-04-30,39.8,28.3,34.3,9.5,5.7,17.3,32.8,238,9.02,22.62,0.22875,0.27695833333333336,0.2855,0.0,0.2528541666666667
2010-05-01,35.7,28.9,32.2,12.2,7.7,15.7,27.7,202,6.07,16.46,0.229,0.276,0.285,0.0,0.2525
2010-05-02,39.3,26.6,32.9,13.0,4.4,17.4,33.8,250,8.67,26.12,0.229,0.276,0.285,0.0,0.2525
2010-05-03,40.3,24.7,33.2,13.4,3.8,13.3,32.4,279,7.85,26.25,0.229,0.276,0.285,0.0,0.2525
2010-05-04,40.3,27.9,33.5,13.3,7.2,23.1,49.7,274,9.39,25.54,0.23708333333333334,0.276,0.285,0.0,0.25654166666666667
2010-05-05,41.0,28.3,34.5,12.5,5.8,19.9,42.5,295,9.71,25.97,0.24520833333333333,0.276,0.285,0.0,0.2606041666666667
2010-05-06,40.1,29.7,34.8,12.8,8.8,19.6,36.4,295,9.37,25.18,0.23679166666666665,0.276,0.285,0.0,0.2563958333333333
2010-05-07,41.1,29.0,35.2,13.0,7.2,17.4,36.4,287,9.83,26.9,0.23254166666666667,0.276,0.28454166666666664,0.0,0.25427083333333333
2010-05-08,40.6,28.6,34.9,11.2,7.1,17.9,33.1,305,9.13,27.57,0.2305,0.276,0.284,0.0,0.25325000000000003
2010-05-09,41.0,27.2,34.6,14.7,7.0,17.9,33.1,304,9.17,27.47,0.22966666666666669,0.276,0.284,0.0,0.25283333333333335
2010-05-10,40.9,29.2,35.2,9.4,4.7,19.8,40.3,305,10.08,27.97,0.229,0.276,0.284,0.0,0.2525
2010-05-11,40.9,28.5,34.7,5.2,0.5,15.4,34.9,296,9.82,28.64,0.229,0.276,0.284,0.0,0.2525
2010-05-12,42.1,28.7,35.6,11.3,4.1,15.2,37.1,289,8.86,27.78,0.229,0.276,0.284,0.0,0.2525
2010-05-13,42.7,30.2,36.4,10.6,4.4,16.0,39.6,287,9.3,27.14,0.229,0.276,0.28354166666666664,0.0,0.2525
2010-05-14,43.0,31.4,36.8,10.7,3.1,17.4,37.4,283,9.98,27.07,0.229,0.276,0.283,0.0,0.2525
2010-05-15,42.0,29.7,35.9,14.3,4.5,15.6,34.2,283,9.78,27.76,0.229,0.276,0.283,0.0,0.2525
2010-05-16,42.1,29.7,36.0,13.2,7.7,15.9,31.0,279,8.88,26.91,0.229,0.276,0.283,0.0,0.2525
2010-05-17,42.3,30.6,36.6,14.3,7.6,19.4,39.2,308,9.08,25.53,0.229,0.276,0.283,0.0,0.2525
2010-05-18,43.2,31.5,37.5,10.2,6.5,23.8,46.1,324,10.09,26.24,0.228625,0.276,0.283,0.0,0.2523125
2010-05-19,43.3,31.1,37.3,7.4,2.5,18.1,42.1,326,10.05,26.95,0.22820833333333335,0.276,0.283,0.0,0.2521041666666667
2010-05-20,43.0,28.9,36.7,13.2,4.8,17.0,37.8,32,9.37,26.34,0.228,0.276,0.2827916666666666,0.0,0.252
2010-05-21,42.6,30.4,36.5,20.0,7.5,15.9,35.6,167,7.98,26.23,0.228,0.2754166666666667,0.2825,0.0,0.25170833333333337
2010-05-22,43.1,30.3,36.5,17.6,4.9,14.5,36.4,92,8.99,27.57,0.228,0.275,0.282,0.0,0.2515
2010-05-23,44.4,27.5,36.9,12.1,2.0,18.1,37.1,332,9.82,28.11,0.228,0.275,0.282,0.0,0.2515
2010-05-24,45.4,32.3,38.5,13.2,2.6,23.8,46.8,295,12.76,26.61,0.228,0.275,0.282,0.0,0.2515
2010-05-25,43.8,31.1,37.3,17.2,6.3,24.3,49.3,277,12.47,26.75,0.228,0.275,0.282,0.0,0.2515
2010-05-26,42.4,28.4,35.5,20.0,10.0,25.6,50.8,268,11.46,27.06,0.228,0.275,0.282,0.0,0.2515
2010-05-27,41.3,27.6,34.8,21.2,13.9,26.3,52.2,264,9.91,27.17,0.228,0.275,0.282,0.0,0.2515
2010-05-28,41.5,28.3,35.1,21.1,12.3,23.9,49.3,266,9.89,26.71,0.228,0.275,0.282,0.0,0.2515
2010-05-29,41.4,29.1,35.3,20.0,7.8,21.0,42.5,273,9.95,25.61,0.228,0.275,0.282,0.0,0.2515
2010-05-30,40.7,29.5,35.3,19.8,9.5,19.8,39.6,279,9.99,26.58,0.228,0.275,0.282,0.0,0.2515
2010-05-31,40.8,30.5,35.7,16.6,8.6,19.4,38.2,280,8.85,23.43,0.228,0.275,0.282,0.0,0.2515
2010-06-01,40.0,30.7,35.3,16.5,9.2,22.9,46.4,288,9.22,23.86,0.228,0.275,0.282,0.0,0.2515
2010-06-02,40.6,29.5,34.9,19.1,9.8,23.5,45.0,288,10.09,25.62,0.228,0.275,0.282,0.0,0.2515
2010-06-03,39.7,28.5,33.9,20.9,14.2,21.7,40.7,285,8.71,24.32,0.22908333333333333,0.275,0.282,5.999999999999972,0.25204166666666666
2010-06-04,39.1,30.1,34.5,20.3,12.7,20.5,44.3,289,9.06,23.34,0.230375,0.275,0.282,6.0,0.2526875
2010-06-05,39.9,30.4,34.7,19.8,11.8,24.0,50.0,287,10.09,25.06,0.22987500000000002,0.275,0.282,0.0,0.25243750000000004
2010-06-06,38.7,29.3,34.0,18.6,13.6,22.1,45.0,282,9.01,23.7,0.229,0.275,0.282,0.0,0.252
2010-06-07,38.5,27.8,32.8,19.4,14.4,24.5,50.0,251,9.18,24.52,0.22929166666666667,0.275,0.282,4.5,0.25214583333333335
2010-06-08,36.1,26.6,31.3,21.5,15.0,20.5,39.2,289,7.1,22.61,0.23,0.275,0.282,27.0,0.2525
2010-06-09,37.8,27.1,32.9,15.6,10.9,10.0,28.4,354,6.96,24.01,0.2295,0.275,0.282,0.0,0.25225000000000003
2010-06-10,40.6,29.2,35.1,13.9,11.0,13.4,31.7,40,8.28,25.27,0.229,0.275,0.282,0.0,0.252
2010-06-11,41.7,30.5,35.9,10.9,6.9,17.8,40.7,61,9.69,25.7,0.229,0.27429166666666666,0.28170833333333334,0.0,0.25164583333333335
2010-06-12,42.8,28.6,36.4,13.7,5.6,14.5,33.8,62,9.05,26.21,0.229,0.274,0.2814583333333333,0.0,0.2515
2010-06-13,41.9,30.3,36.8,12.5,7.3,14.1,27.4,125,7.68,23.69,0.229,0.274,0.281,0.0,0.2515
2010-06-14,40.5,28.6,34.8,22.0,13.7,16.8,38.9,232,7.9,25.22,0.23154166666666667,0.274,0.281,7.5,0.25277083333333333
2010-06-15,35.9,25.8,30.6,24.1,19.3,15.7,31.3,245,5.19,18.25,0.25904166666666667,0.274,0.281,41.000000000000014,0.2665208333333333
2010-06-16,31.1,24.5,27.4,24.2,21.6,9.8,27.0,236,2.69,11.4,0.4566666666666667,0.29525,0.281,65.49999999999999,0.3759583333333334
2010-06-17,32.5,24.9,28.1,24.2,20.3,14.8,28.1,191,2.67,9.01,0.4355833333333334,0.31379166666666664,0.2816666666666667,58.5,0.3746875
2010-06-18,36.9,25.7,31.2,23.4,16.9,14.6,28.8,255,6.04,23.17,0.3938333333333333,0.3185,0.282,32.5,0.35616666666666663
2010-06-19,38.2,27.6,32.6,23.5,16.2,18.9,28.8,216,6.7,23.66,0.3501666666666667,0.31483333333333335,0.282,26.499999999999986,0.3325
2010-06-20,38.2,28.4,32.3,23.3,18.8,23.4,40.3,226,7.21,21.99,0.3187083333333333,0.31016666666666665,0.282,25.499999999999986,0.3144375
2010-06-21,39.0,27.9,32.6,23.3,18.2,23.1,44.3,248,7.59,23.55,0.30283333333333334,0.30616666666666664,0.282,21.5,0.3045
2010-06-22,38.4,27.7,32.4,22.9,19.4,22.8,42.8,260,7.51,22.76,0.29204166666666664,0.3022916666666667,0.282,22.5,0.2971666666666667
2010-06-23,38.5,28.3,32.7,22.8,20.4,19.2,41.8,262,7.32,24.5,0.2811666666666667,0.298625,0.282,21.5,0.28989583333333335
2010-06-24,37.0,27.5,31.6,22.8,20.8,17.0,40.0,254,6.49,21.6,0.2751666666666667,0.29562499999999997,0.282,29.0,0.28539583333333335
2010-06-25,36.5,26.9,31.0,23.7,20.4,13.7,35.3,277,5.29,18.89,0.2718333333333333,0.2930833333333333,0.282,36.0,0.2824583333333333
2010-06-26,37.9,27.0,31.2,24.1,20.0,16.2,27.0,269,5.59,21.1,0.29524999999999996,0.2910833333333333,0.282,31.000000000000014,0.29316666666666663
2010-06-27,38.3,26.4,31.7,24.8,20.9,18.6,30.6,230,6.4,23.02,0.31504166666666666,0.2894583333333333,0.282,32.500000000000014,0.30225
2010-06-28,34.1,24.9,29.2,25.4,23.6,15.7,33.1,247,4.2,16.79,0.46379166666666666,0.3624583333333333,0.282,56.499999999999986,0.41312499999999996
2010-06-29,34.3,27.3,30.5,24.6,21.8,16.1,38.5,246,5.92,22.42,0.43745833333333334,0.38008333333333333,0.282,51.50000000000002,0.4087708333333333
2010-06-30,34.9,26.4,30.3,22.6,21.5,15.9,35.3,244,6.27,24.1,0.39079166666666665,0.37395833333333334,0.282,38.500000000000014,0.382375
2010-07-01,33.1,26.3,28.8,24.8,21.7,14.7,32.8,243,4.05,16.05,0.38195833333333334,0.3665833333333333,0.28220833333333334,58.5,0.37427083333333333
2010-07-02,34.0,25.7,28.6,24.7,22.5,13.7,27.7,323,4.81,21.29,0.44687499999999997,0.36674999999999996,0.283,53.5,0.40681249999999997
2010-07-03,30.7,24.7,26.9,24.8,23.8,11.9,32.4,18,3.17,14.36,0.43570833333333336,0.4287916666666667,0.28320833333333334,70.5,0.43225
2010-07-04,29.4,24.1,26.1,24.6,23.1,14.3,28.8,140,2.89,13.26,0.4761666666666666,0.46025,0.28554166666666664,76.00000000000001,0.46820833333333334
2010-07-05,30.6,24.0,26.3,23.7,22.0,11.3,33.1,218,3.69,17.11,0.4905,0.4723333333333333,0.2897083333333333,65.49999999999999,0.48141666666666666
