precipitation_sum,et0_fao_evapotranspiration,precipitation_hours,river_discharge,dewpoint_2m_max,soil_moisture_0_to_7cm,soil_moisture_28_to_100cm,rainfall_3d,rainfall_7d,humidity,is_monsoon,flood_risk
0.0,5.97,0.0,0.25,7.9,0.229,0.2965833333333333,0.0,0.0,0.0,0,0
0.0,5.45,0.0,0.25,7.3,0.229,0.296,0.0,0.0,0.0,0,0
0.0,5.5,0.0,0.25,5.1,0.229,0.296,0.0,0.0,0.0,0,0
0.0,5.36,0.0,0.25,7.9,0.229,0.2955416666666666,0.0,0.0,0.0,0,0
0.0,5.27,0.0,0.25,8.9,0.229,0.295,0.0,0.0,0.0,0,0
0.0,6.16,0.0,0.25,8.9,0.229,0.295,0.0,0.0,0.0,0,0
0.0,6.51,0.0,0.25,10.8,0.229,0.2945,0.0,0.0,0.0,0,0
0.0,7.56,0.0,0.25,7.5,0.229,0.294,0.0,0.0,0.0,0,0
0.0,6.41,0.0,0.25,4.7,0.229,0.294,0.0,0.0,0.0,0,0
0.0,6.67,0.0,0.25,4.4,0.229,0.2935416666666666,0.0,0.0,0.0,0,0
0.0,6.36,0.0,0.25,-1.4,0.229,0.293,0.0,0.0,0.0,0,0
0.0,6.3,0.0,0.25,0.1,0.229,0.293,0.0,0.0,0.0,0,0
0.0,6.59,0.0,0.25,5.0,0.229,0.293,0.0,0.0,0.0,0,0
0.1,6.84,1.0,0.25,8.9,0.230625,0.2926249999999999,0.0999999999999875,0.0999999999999733,0.0,0,0
0.0,7.48,0.0,0.25,4.1,0.2302499999999999,0.2923333333333333,0.0999999999999875,0.0999999999999733,0.0,0,0
0.0,6.0,0.0,0.25,7.7,0.23,0.292,0.0999999999999875,0.0999999999999733,0.0,0,0
0.0,5.56,0.0,0.25,9.8,0.23,0.292,0.0,0.0999999999999733,0.0,0,0
0.0,5.94,0.0,0.25,9.1,0.2295,0.2915833333333333,0.0,0.0999999999999733,0.0,0,0
0.0,7.2,0.0,0.25,7.0,0.229,0.291,0.0,0.0999999999999733,0.0,0,0
0.0,7.34,0.0,0.25,5.9,0.229,0.291,0.0,0.0999999999999733,0.0,0,0
0.0,6.28,0.0,0.25,10.4,0.229,0.2905833333333333,0.0,0.0,0.0,0,0
0.0,7.5,0.0,0.25,7.1,0.229,0.29,0.0,0.0,0.0,0,0
0.0,8.0,0.0,0.25,2.2,0.229,0.29,0.0,0.0,0.0,0,0
0.0,7.26,0.0,0.25,-0.3,0.229,0.2897083333333333,0.0,0.0,0.0,0,0
0.0,6.98,0.0,0.25,5.5,0.229,0.2894583333333333,0.0,0.0,0.0,0,0
0.0,7.12,0.0,0.25,7.3,0.229,0.289,0.0,0.0,0.0,0,0
0.0,7.19,0.0,0.25,8.5,0.229,0.289,0.0,0.0,0.0,0,0
0.0,7.47,0.0,0.25,7.4,0.229,0.2885416666666666,0.0,0.0,0.0,0,0
0.0,7.98,0.0,0.25,3.6,0.229,0.288,0.0,0.0,0.0,0,0
0.0,7.23,0.0,0.25,10.3,0.229,0.288,0.0,0.0,0.0,0,0
0.0,7.37,0.0,0.25,8.1,0.229,0.288,0.0,0.0,0.0,0,0
0.0,7.16,0.0,0.25,9.5,0.229,0.2874583333333333,0.0,0.0,0.0,0,0
0.0,6.75,0.0,0.25,12.4,0.229,0.287,0.0,0.0,0.0,0,0
0.0,6.85,0.0,0.25,9.1,0.229,0.287,0.0,0.0,0.0,0,0
0.0,6.93,0.0,0.28,10.4,0.22925,0.287,0.0,0.0,0.0,0,0
0.7,7.26,2.0,0.28,10.9,0.2329166666666666,0.2865416666666666,0.6999999999999875,0.6999999999999733,0.0,0,0
0.0,8.09,0.0,0.28,9.2,0.236625,0.286,0.6999999999999875,0.6999999999999733,0.0,0,0
0.0,7.03,0.0,0.28,10.2,0.2329583333333333,0.286,0.6999999999999875,0.6999999999999733,0.0,0,0
0.0,6.5,0.0,0.28,12.0,0.2315,0.286,0.0,0.6999999999999733,0.0,0,0
0.0,6.92,0.0,0.28,11.2,0.2305833333333333,0.286,0.0,0.6999999999999733,0.0,0,0
0.0,8.73,0.0,0.28,8.7,0.23,0.2855416666666666,0.0,0.6999999999999733,0.0,0,0
0.0,7.67,0.0,0.28,12.5,0.2294166666666666,0.285,0.0,0.6999999999999733,0.0,0,0
0.0,9.81,0.0,0.28,7.4,0.229,0.285,0.0,0.0,0.0,0,0
0.0,9.33,0.0,0.28,8.5,0.229,0.285,0.0,0.0,0.0,0,0
0.5,8.29,3.0,0.28,11.1,0.229625,0.285,0.4999999999999875,0.4999999999999733,0.0,0,0
0.0,7.51,0.0,0.28,13.0,0.2305,0.285,0.4999999999999875,0.4999999999999733,0.0,0,0
0.0,7.74,0.0,0.28,12.7,0.23,0.2845833333333333,0.4999999999999875,0.4999999999999733,0.0,0,0
0.0,7.44,0.0,0.28,11.4,0.2302499999999999,0.2841666666666666,0.0,0.4999999999999733,0.0,0,0
0.0,7.26,0.0,0.28,13.1,0.2300416666666666,0.284,0.0,0.4999999999999733,0.0,0,0
0.0,8.35,0.0,0.28,10.3,0.2295416666666666,0.284,0.0,0.4999999999999733,0.0,0,0
0.0,8.16,0.0,0.28,10.3,0.229,0.284,0.0,0.4999999999999733,0.0,0,0
0.0,7.88,0.0,0.28,10.7,0.229,0.284,0.0,0.0,0.0,0,0
0.2,6.77,1.0,0.28,11.0,0.2303333333333333,0.284,0.1999999999999875,0.1999999999999733,0.0,0,0
0.0,7.06,0.0,0.28,14.0,0.2317916666666667,0.284,0.1999999999999875,0.1999999999999733,0.0,0,0
0.0,7.78,0.0,0.28,11.6,0.231375,0.284,0.1999999999999875,0.1999999999999733,0.0,0,0
0.0,8.39,0.0,0.28,6.9,0.23,0.284,0.0,0.1999999999999733,0.0,0,0
0.0,8.71,0.0,0.28,9.7,0.2295416666666666,0.2835416666666666,0.0,0.1999999999999733,0.0,0,0
0.0,7.97,0.0,0.28,11.6,0.229,0.283,0.0,0.1999999999999733,0.0,0,0
0.0,8.37,0.0,0.28,9.9,0.229,0.283,0.0,0.1999999999999733,0.0,0,0
0.0,9.04,0.0,0.28,10.3,0.229,0.283,0.0,0.0,0.0,0,0
0.0,7.86,0.0,0.28,12.0,0.229,0.283,0.0,0.0,0.0,0,0
0.0,9.22,0.0,0.28,8.3,0.229,0.283,0.0,0.0,0.0,0,0
0.0,9.89,0.0,0.28,7.5,0.229,0.283,0.0,0.0,0.0,0,0
0.0,9.31,0.0,0.28,7.9,0.229,0.283,0.0,0.0,0.0,0,0
0.0,7.99,0.0,0.28,7.7,0.229,0.283,0.0,0.0,0.0,0,0
0.0,9.85,0.0,0.28,7.6,0.229,0.2825833333333333,0.0,0.0,0.0,0,0
3.4,7.19,5.0,0.31,17.5,0.246875,0.2823333333333333,3.3999999999999875,3.3999999999999733,0.0,0,0
0.0,6.78,0.0,0.34,15.0,0.2739166666666667,0.282,3.3999999999999875,3.3999999999999733,0.0,0,0
0.7,7.72,2.0,0.34,14.6,0.2617083333333334,0.282,4.099999999999987,4.099999999999973,0.0,0,0
1.1,7.92,3.0,0.34,15.5,0.2592916666666666,0.282,1.7999999999999876,5.1999999999999735,0.0,0,0
0.4,7.12,2.0,0.31,17.2,0.2607083333333334,0.282,2.199999999999988,5.599999999999973,4.0,0,0
0.0,6.71,0.0,0.31,16.8,0.2559583333333333,0.282,1.4999999999999876,5.599999999999973,0.0,0,0
0.0,7.46,0.0,0.31,16.0,0.25325,0.282,0.3999999999999876,5.599999999999973,0.0,0,0
0.0,7.56,0.0,0.31,14.7,0.2432916666666666,0.282,0.0,2.199999999999973,0.0,0,0
0.5,6.81,2.0,0.31,15.3,0.2388749999999999,0.282,0.4999999999999875,2.699999999999973,0.0,0,0
0.0,8.73,0.0,0.31,14.4,0.2377916666666666,0.282,0.4999999999999875,1.999999999999973,0.0,0,0
0.0,8.29,0.0,0.31,16.7,0.2335,0.282,0.4999999999999875,0.8999999999999734,0.0,0,0
0.0,8.08,0.0,0.31,14.0,0.2314166666666667,0.282,0.0,0.4999999999999733,0.0,0,0
0.0,9.18,0.0,0.28,11.8,0.2305,0.282,0.0,0.4999999999999733,0.0,0,0
0.0,9.62,0.0,0.28,13.2,0.22975,0.282,0.0,0.4999999999999733,0.0,0,0
0.0,9.42,0.0,0.28,13.8,0.229,0.282,0.0,0.4999999999999733,0.0,0,0
0.0,9.06,0.0,0.28,11.0,0.229,0.282,0.0,0.0,0.0,0,0
0.0,6.96,0.0,0.28,11.8,0.229,0.282,0.0,0.0,0.0,0,0
0.0,7.69,0.0,0.28,12.5,0.229,0.2815416666666666,0.0,0.0,0.0,0,0
0.0,9.16,0.0,0.28,12.0,0.229,0.2811666666666667,0.0,0.0,0.0,0,0
0.0,9.48,0.0,0.28,14.3,0.229,0.281,0.0,0.0,0.0,0,0
0.0,10.28,0.0,0.28,14.3,0.229,0.281,0.0,0.0,0.0,0,0
0.0,10.14,0.0,0.28,15.9,0.229,0.281,0.0,0.0,0.0,0,0
0.0,10.41,0.0,0.28,12.5,0.229,0.281,0.0,0.0,0.0,0,0
0.0,10.34,0.0,0.28,12.1,0.229,0.281,0.0,0.0,0.0,0,0
0.0,9.37,0.0,0.28,14.0,0.2289583333333333,0.281,0.0,0.0,0.0,0,0
0.0,10.3,0.0,0.28,12.3,0.2284583333333333,0.281,0.0,0.0,0.0,0,0
0.0,10.52,0.0,0.28,13.7,0.228,0.281,0.0,0.0,0.0,0,0
0.0,8.93,0.0,0.28,15.6,0.228,0.281,0.0,0.0,0.0,0,0
0.0,9.38,0.0,0.28,17.1,0.228,0.281,0.0,0.0,0.0,1,0
0.0,9.33,0.0,0.28,18.0,0.228,0.281,0.0,0.0,0.0,1,0
0.0,9.5,0.0,0.28,19.6,0.228,0.281,0.0,0.0,2.5,1,0
0.0,9.25,0.0,0.28,19.4,0.228,0.281,0.0,0.0,2.0,1,0
0.0,7.47,0.0,0.28,18.9,0.228,0.281,0.0,0.0,0.0,1,0
0.0,5.48,0.0,0.28,16.4,0.228,0.281,0.0,0.0,4.5,1,0
7.3,4.45,8.0,0.34,20.5,0.2589583333333333,0.281,7.299999999999987,7.299999999999973,38.00000000000001,1,0
0.0,6.9,0.0,0.37,19.0,0.267375,0.281,7.299999999999987,7.299999999999973,11.000000000000014,1,0
0.0,8.03,0.0,0.34,19.1,0.2540416666666666,0.281,7.299999999999987,7.299999999999973,6.500000000000028,1,0
0.0,6.32,0.0,0.34,20.2,0.2457916666666666,0.281,0.0,7.299999999999973,29.0,1,0
1.8,5.78,2.0,0.34,21.9,0.25025,0.281,1.7999999999999876,9.099999999999971,29.5,1,0
0.4,5.72,1.0,0.34,21.7,0.2604166666666667,0.281,2.199999999999988,9.499999999999972,24.999999999999982,1,0
3.1,5.43,2.0,0.37,22.9,0.2675416666666667,0.281,5.299999999999988,12.599999999999971,32.5,1,0
2.0,6.25,4.0,0.39,23.2,0.29275,0.281,5.499999999999988,7.299999999999974,32.499999999999986,1,0
0.9,6.51,2.0,0.37,22.6,0.2945416666666666,0.281,5.999999999999988,8.199999999999974,26.00000000000001,1,0
0.0,7.63,0.0,0.36,22.0,0.2822916666666666,0.281,2.8999999999999875,8.199999999999974,23.50000000000001,1,0
1.2,5.34,4.0,0.34,23.3,0.278125,0.281,2.099999999999988,9.399999999999974,40.49999999999999,1,0
3.2,3.89,5.0,0.39,23.6,0.29675,0.281,4.399999999999988,10.799999999999974,51.50000000000002,1,0
1.4,4.98,5.0,0.41,23.6,0.3169166666666667,0.281,5.799999999999988,11.799999999999974,46.99999999999999,1,0
0.1,5.7,1.0,0.37,20.7,0.30175,0.281,4.699999999999988,8.799999999999974,36.5,1,0
0.0,7.83,0.0,0.36,20.5,0.2846666666666667,0.281,1.4999999999999876,6.799999999999974,23.0,1,0
0.0,8.08,0.0,0.33,20.5,0.2683333333333333,0.281,0.0999999999999875,5.899999999999974,20.5,1,0
0.0,7.4,0.0,0.33,20.0,0.2555833333333333,0.281,0.0,5.899999999999974,23.0,1,0
0.0,7.42,0.0,0.31,20.3,0.2469166666666666,0.281,0.0,4.6999999999999735,24.50000000000001,1,0
0.1,7.65,1.0,0.31,20.9,0.2418749999999999,0.281,0.0999999999999875,1.5999999999999732,20.5,1,0
0.0,8.55,0.0,0.3,20.4,0.2371666666666666,0.281,0.0999999999999875,0.1999999999999733,20.99999999999997,1,0
0.0,8.02,0.0,0.3,20.0,0.2339999999999999,0.281,0.0999999999999875,0.0999999999999733,17.5,1,0
0.0,6.91,0.0,0.3,20.6,0.2318333333333333,0.281,0.0,0.0999999999999733,20.0,1,0
0.0,6.55,0.0,0.3,20.9,0.2315,0.281,0.0,0.0999999999999733,24.5,1,0
0.8,6.45,4.0,0.3,21.4,0.23725,0.281,0.7999999999999876,0.8999999999999734,18.999999999999982,1,0
1.4,6.8,1.0,0.28,22.1,0.2395416666666666,0.281,2.199999999999988,2.299999999999973,19.00000000000003,1,0
0.6,6.22,1.0,0.26,23.4,0.2514166666666667,0.281,2.7999999999999874,2.799999999999973,28.49999999999997,1,0
7.1,5.48,5.0,0.36,24.0,0.2858333333333333,0.281,9.099999999999987,9.899999999999974,31.00000000000001,1,0
17.2,3.5,16.0,0.89,24.7,0.3817083333333333,0.281,24.899999999999984,27.099999999999973,65.49999999999999,1,1
20.4,2.33,22.0,1.45,24.4,0.4556666666666666,0.281,44.69999999999999,47.49999999999997,73.5,1,1
8.1,1.74,14.0,1.61,23.6,0.45525,0.281,45.69999999999999,55.59999999999997,85.5,1,1
19.7,1.15,24.0,1.65,24.0,0.5002916666666667,0.2819166666666666,48.19999999999999,74.49999999999997,92.0,1,1
14.0,1.48,20.0,1.88,23.8,0.4905,0.2866666666666666,41.79999999999998,87.09999999999997,86.5,1,1
62.1,1.03,24.0,13.32,24.3,0.4802916666666666,0.3209166666666667,95.79999999999998,148.59999999999997,91.0,1,2
134.4,2.06,17.0,9.59,23.6,0.4826666666666666,0.4294166666666667,210.5,275.9,85.5,1,2
0.0,3.88,0.0,4.5,22.5,0.4655833333333333,0.4461666666666666,196.5,258.7,62.5,1,0
0.1,4.33,1.0,2.31,23.8,0.4516666666666666,0.4456666666666666,134.49999999999997,238.4,68.0,1,0
4.0,3.68,9.0,1.55,23.6,0.4653333333333333,0.445,4.1,234.29999999999995,71.5,1,0
8.6,2.74,12.0,1.42,23.6,0.4741249999999999,0.445125,12.7,223.2,77.00000000000001,1,1
3.4,3.53,6.0,1.23,23.4,0.4747083333333333,0.4463333333333333,16.0,212.6,72.5,1,0
0.8,3.77,2.0,1.0,23.1,0.4714166666666666,0.447,12.8,151.29999999999998,67.00000000000001,1,0
0.9,4.62,5.0,0.81,23.3,0.4596666666666666,0.4465,5.1,17.799999999999972,64.50000000000001,1,0
0.0,4.37,0.0,0.69,23.5,0.4428749999999999,0.4455,1.7000000000000002,17.799999999999972,64.5,1,0
0.9,4.36,4.0,0.61,22.7,0.4309583333333333,0.444125,1.8,18.59999999999997,64.5,1,0
0.8,3.3,5.0,0.55,23.2,0.424,0.4426666666666667,1.7000000000000002,15.399999999999972,67.0,1,0
6.1,2.95,9.0,0.72,24.0,0.4298333333333333,0.4415833333333334,7.8,12.89999999999997,71.5,1,0
15.2,2.33,19.0,1.23,24.6,0.4922083333333333,0.4412083333333333,22.1,24.699999999999967,82.00000000000001,1,1
31.6,1.72,21.0,2.24,24.8,0.4572083333333334,0.4576666666666666,52.9,55.49999999999997,81.0,1,1
6.0,1.6,17.0,1.92,23.4,0.4960416666666666,0.4757083333333333,52.8,60.599999999999966,85.49999999999999,1,0
3.7,1.61,17.0,1.44,23.2,0.494875,0.4772083333333333,41.3,64.29999999999997,84.0,1,0
6.7,1.75,15.0,1.36,23.0,0.4979583333333333,0.4780416666666666,16.4,70.09999999999997,80.5,1,0
29.5,1.31,24.0,2.36,23.2,0.4816666666666667,0.494625,39.9,98.79999999999998,93.0,1,1
24.9,0.99,24.0,3.07,23.8,0.4800833333333333,0.512625,61.1,117.59999999999997,92.5,1,1
15.0,1.24,24.0,2.94,22.7,0.4988333333333333,0.50925,69.4,117.39999999999998,90.0,1,1
28.6,0.97,24.0,3.44,22.1,0.4840416666666667,0.5126666666666667,68.5,114.39999999999998,94.0,1,2
12.8,1.49,20.0,3.0,22.1,0.4732083333333333,0.511875,56.400000000000006,121.19999999999996,86.5,1,1
10.3,1.11,23.0,2.52,22.7,0.4945833333333333,0.5049166666666667,51.7,127.79999999999995,87.0,1,1
4.4,3.66,13.0,2.13,22.4,0.4885,0.5007916666666666,27.5,125.49999999999996,71.0,1,0
0.5,2.17,4.0,1.78,21.9,0.48025,0.497625,15.2,96.49999999999996,76.49999999999999,1,0
1.1,2.26,5.0,1.67,22.1,0.4716249999999999,0.4949583333333333,6.0,72.69999999999997,79.0,1,0
18.3,1.62,24.0,2.33,23.7,0.4755,0.4964166666666667,19.9,75.99999999999997,82.0,1,1
36.7,0.91,23.0,3.65,23.6,0.481875,0.5114583333333333,56.1,84.09999999999997,95.5,1,1
10.9,1.13,13.0,3.07,23.4,0.4922916666666666,0.5115833333333334,65.9,82.19999999999997,93.0,1,1
7.0,1.14,15.0,2.53,23.5,0.4990833333333333,0.5060833333333333,54.6,78.89999999999998,92.5,1,0
3.9,1.46,10.0,2.18,22.8,0.4985833333333333,0.5039583333333334,21.8,78.39999999999998,85.5,1,0
9.4,0.84,21.0,2.89,22.9,0.5059166666666667,0.503,20.3,87.29999999999997,94.0,1,1
38.1,0.77,24.0,3.38,23.1,0.4950416666666666,0.514,51.400000000000006,124.29999999999995,95.0,1,1
3.8,1.29,13.0,2.81,22.8,0.50275,0.510125,51.3,109.79999999999995,90.0,1,0
5.5,2.02,10.0,2.39,21.4,0.4922916666666666,0.50775,47.39999999999999,78.59999999999997,80.0,1,0
3.7,1.51,9.0,2.17,22.1,0.4820416666666666,0.5077916666666666,13.0,71.39999999999996,85.5,1,0
24.1,0.66,18.0,2.81,22.3,0.4747916666666666,0.5101666666666667,33.3,88.49999999999997,94.5,1,1
14.9,2.82,10.0,3.0,23.0,0.4688333333333334,0.5105000000000001,42.7,99.49999999999996,77.0,1,1
9.0,2.68,6.0,2.75,23.4,0.4661666666666667,0.5064166666666666,48.0,99.09999999999997,77.99999999999999,1,1
8.6,1.75,13.0,2.73,23.2,0.477,0.5045833333333333,32.5,69.59999999999997,82.99999999999999,1,1
13.9,1.75,19.0,3.24,23.7,0.4765416666666666,0.5102083333333334,31.5,79.69999999999997,81.5,1,1
32.4,2.0,22.0,3.84,24.5,0.4812083333333333,0.5126666666666667,54.9,106.59999999999997,79.5,1,1
26.7,1.49,22.0,4.66,23.7,0.4884166666666666,0.5132916666666667,73.0,129.59999999999997,81.5,1,2
20.7,1.48,20.0,3.94,22.7,0.4993333333333333,0.5114583333333333,79.8,126.19999999999996,85.0,1,1
0.0,2.93,0.0,2.98,22.4,0.4827083333333333,0.5022083333333334,47.4,111.29999999999995,68.99999999999999,1,0
2.5,3.18,2.0,2.48,23.1,0.4691666666666667,0.4939583333333333,23.2,104.79999999999995,71.5,1,0
0.9,3.22,5.0,2.18,22.8,0.4647083333333333,0.4860833333333333,3.4,97.09999999999997,71.0,1,0
10.8,2.63,13.0,2.42,23.3,0.4672916666666666,0.4790416666666666,14.2,93.99999999999996,74.50000000000001,1,1
9.7,1.52,16.0,2.5,23.7,0.4696666666666667,0.4809166666666666,21.4,71.29999999999997,89.5,1,1
0.8,2.54,2.0,2.3,23.7,0.4467916666666667,0.4850416666666666,21.3,45.39999999999996,82.0,1,0
5.1,3.16,11.0,2.1,24.1,0.4768333333333333,0.4796249999999999,15.599999999999998,29.799999999999965,71.00000000000001,1,0
9.2,3.06,10.0,2.16,24.7,0.4804166666666666,0.4749583333333333,15.099999999999998,38.999999999999964,74.5,1,1
1.8,3.84,5.0,2.03,25.0,0.4751666666666667,0.4722916666666666,16.099999999999998,38.29999999999996,69.5,1,0
1.5,3.67,5.0,1.8,24.6,0.4807916666666667,0.468375,12.5,38.89999999999996,71.5,1,0
7.2,3.62,9.0,1.94,25.0,0.4802083333333333,0.4644583333333333,10.5,35.29999999999996,69.5,1,0
12.3,2.53,12.0,2.32,24.1,0.4705833333333333,0.4672916666666666,21.0,37.89999999999996,72.5,1,1
13.4,2.92,19.0,2.47,24.0,0.4869583333333333,0.4758333333333333,32.9,50.499999999999964,73.0,1,1
23.5,1.88,17.0,2.84,24.0,0.5015833333333334,0.4824166666666666,49.2,68.89999999999998,81.0,1,1
12.0,1.58,12.0,2.81,24.2,0.4744166666666666,0.495875,48.900000000000006,71.69999999999996,92.5,1,1
0.5,2.84,3.0,2.26,22.0,0.4577916666666666,0.5013333333333333,36.0,70.39999999999998,73.5,1,0
0.3,4.24,2.0,1.81,23.4,0.4494166666666666,0.496875,12.799999999999995,69.19999999999997,67.99999999999999,1,0
10.9,3.75,9.0,1.92,24.3,0.4519583333333333,0.4917916666666666,11.699999999999998,72.89999999999996,72.00000000000001,1,1
9.1,1.69,21.0,2.2,23.9,0.4777916666666666,0.4880416666666666,20.3,69.69999999999997,81.49999999999999,1,1
12.3,2.32,14.0,2.2,23.5,0.4812083333333333,0.4927916666666667,32.3,68.59999999999997,77.5,1,1
1.1,2.01,3.0,1.88,22.5,0.4501666666666666,0.5009166666666667,22.5,46.19999999999997,81.0,1,0
2.5,2.89,9.0,1.62,22.1,0.45675,0.4973333333333333,15.899999999999997,36.69999999999997,70.5,1,0
14.8,2.59,5.0,1.85,23.6,0.4661666666666667,0.4931666666666667,18.4,50.999999999999964,79.0,1,1
5.2,2.3,6.0,1.92,22.9,0.4707916666666666,0.4913749999999999,22.5,55.89999999999997,80.49999999999999,1,0
0.9,2.86,3.0,1.67,22.6,0.4719583333333333,0.49025,20.899999999999995,45.89999999999996,76.00000000000001,1,0
0.0,3.9,0.0,1.42,21.1,0.4620833333333333,0.48675,6.099999999999997,36.79999999999997,62.5,1,0
0.0,3.95,0.0,1.24,21.4,0.44725,0.4825,0.8999999999999965,24.499999999999964,62.99999999999999,1,0
0.0,3.82,0.0,1.12,21.6,0.4348749999999999,0.4780833333333333,0.0,23.399999999999963,63.500000000000014,1,0
0.1,3.98,1.0,1.02,22.7,0.4248333333333333,0.4736666666666666,0.0999999999999964,20.999999999999964,63.5,1,0
2.4,3.95,2.0,0.98,23.2,0.4235833333333333,0.46925,2.4999999999999964,8.599999999999964,64.0,1,0
0.1,3.95,1.0,0.92,23.9,0.4237083333333333,0.4650416666666667,2.5999999999999965,3.4999999999999645,68.5,1,0
0.7,3.87,2.0,0.87,23.6,0.4107916666666666,0.4608333333333334,3.199999999999996,3.2999999999999643,69.50000000000001,1,0
0.7,3.93,4.0,0.8,23.4,0.4103333333333332,0.4568333333333333,1.4999999999999964,3.999999999999965,67.99999999999999,1,0
1.3,3.71,7.0,0.76,22.4,0.4042916666666666,0.4529583333333333,2.699999999999996,5.299999999999964,67.0,1,0
1.2,3.52,5.0,0.72,21.8,0.405875,0.4495,3.1999999999999966,6.4999999999999645,67.5,1,0
0.0,4.08,0.0,0.67,21.5,0.3984166666666666,0.446,2.4999999999999964,6.399999999999964,59.0,1,0
0.0,4.82,0.0,0.63,18.7,0.3790833333333334,0.442125,1.1999999999999964,3.999999999999965,41.0,1,0
0.0,4.82,0.0,0.58,21.4,0.3610416666666666,0.4384166666666667,0.0,3.899999999999964,52.99999999999999,1,0
0.0,4.77,0.0,0.53,20.2,0.3457083333333333,0.4345833333333333,0.0,3.1999999999999647,43.5,1,0
0.1,4.2,1.0,0.49,22.3,0.3325,0.4309583333333333,0.0999999999999964,2.599999999999964,55.0,0,0
0.4,4.48,3.0,0.45,22.4,0.323125,0.4275833333333333,0.4999999999999964,1.6999999999999644,53.5,0,0
0.0,4.71,0.0,0.41,22.8,0.3137916666666666,0.424375,0.4999999999999964,0.4999999999999645,52.99999999999999,0,0
0.0,4.73,0.0,0.38,19.5,0.3025416666666666,0.4206666666666667,0.3999999999999964,0.4999999999999645,33.999999999999986,0,0
0.0,4.93,0.0,0.36,21.3,0.2921666666666666,0.4175,0.0,0.4999999999999645,41.0,0,0
0.0,4.42,0.0,0.33,20.3,0.2832916666666666,0.4141666666666666,0.0,0.4999999999999645,39.500000000000014,0,0
0.0,4.75,0.0,0.31,18.9,0.276,0.4108749999999999,0.0,0.4999999999999645,30.5,0,0
0.0,5.0,0.0,0.28,19.7,0.2687916666666667,0.4076249999999999,0.0,0.3999999999999645,37.99999999999999,0,0
0.0,4.7,0.0,0.27,17.8,0.26225,0.4046666666666667,0.0,0.0,30.0,0,0
0.0,5.35,0.0,0.26,16.9,0.2563333333333333,0.401625,0.0,0.0,23.999999999999982,0,0
0.0,5.64,0.0,0.26,14.5,0.2507083333333333,0.398625,0.0,0.0,10.5,0,0
0.0,4.99,0.0,0.26,16.2,0.2456666666666666,0.395625,0.0,0.0,19.50000000000001,0,0
0.0,4.78,0.0,0.26,16.2,0.2418333333333333,0.3927916666666666,0.0,0.0,20.499999999999982,0,0
0.0,4.74,0.0,0.26,14.7,0.2390833333333333,0.3900416666666667,0.0,0.0,11.5,0,0
0.0,5.05,0.0,0.26,17.0,0.2369583333333333,0.3875416666666667,0.0,0.0,22.0,0,0
0.0,4.17,0.0,0.26,15.7,0.2350833333333333,0.3850416666666666,0.0,0.0,16.5,0,0
0.0,4.63,0.0,0.26,16.1,0.2336666666666667,0.3829583333333333,0.0,0.0,21.5,0,0
0.0,4.59,0.0,0.26,16.0,0.2328333333333333,0.3805833333333333,0.0,0.0,20.5,0,0
0.0,4.89,0.0,0.26,14.7,0.232375,0.378125,0.0,0.0,14.5,0,0
0.0,4.62,0.0,0.26,16.5,0.2315833333333333,0.3760833333333333,0.0,0.0,24.5,0,0
0.0,4.59,0.0,0.26,16.2,0.2312916666666666,0.3740833333333333,0.0,0.0,24.0,0,0
0.0,4.1,0.0,0.26,17.3,0.231,0.3720833333333333,0.0,0.0,34.500000000000014,0,0
0.0,4.84,0.0,0.26,15.8,0.231,0.370125,0.0,0.0,22.5,0,0
0.0,4.78,0.0,0.26,15.9,0.2305416666666666,0.3682083333333333,0.0,0.0,19.5,0,0
0.0,4.25,0.0,0.26,15.9,0.2301666666666666,0.3665416666666667,0.0,0.0,27.50000000000001,0,0
0.0,4.17,0.0,0.26,14.0,0.2302916666666666,0.3649583333333333,0.0,0.0,22.0,0,0
0.0,5.09,0.0,0.26,13.3,0.231,0.3632083333333333,0.0,0.0,17.000000000000014,0,0
0.0,5.3,0.0,0.26,11.0,0.230625,0.3615416666666666,0.0,0.0,4.0,0,0
0.0,5.29,0.0,0.26,12.3,0.2302083333333333,0.36,0.0,0.0,10.5,0,0
0.0,5.0,0.0,0.26,13.0,0.23,0.3582916666666667,0.0,0.0,17.0,0,0
0.0,5.0,0.0,0.26,12.5,0.23,0.3569583333333333,0.0,0.0,16.0,0,0
0.0,4.64,0.0,0.26,11.4,0.23,0.3555,0.0,0.0,11.499999999999986,0,0
0.0,4.33,0.0,0.26,14.5,0.23,0.3545,0.0,0.0,28.0,0,0
0.0,4.51,0.0,0.25,14.2,0.23,0.3534583333333332,0.0,0.0,27.0,0,0
0.0,4.99,0.0,0.25,11.9,0.23,0.3521249999999999,0.0,0.0,17.0,0,0
0.0,4.35,0.0,0.25,12.1,0.23,0.3505833333333333,0.0,0.0,21.0,0,0
0.0,4.41,0.0,0.25,11.9,0.23,0.3495416666666666,0.0,0.0,18.999999999999982,0,0
0.0,4.69,0.0,0.25,12.0,0.23,0.3485,0.0,0.0,16.5,0,0
0.0,4.19,0.0,0.25,10.3,0.23,0.3474583333333332,0.0,0.0,6.0,0,0
0.0,4.29,0.0,0.25,10.9,0.23,0.3460416666666666,0.0,0.0,8.500000000000014,0,0
0.0,4.51,0.0,0.25,10.6,0.23,0.3445833333333333,0.0,0.0,8.0,0,0
